project,pr_id,First_Status,Reputation,Changed_file,Evaluation_time,Nb_Comments,Nb_Commits,LC_added,LC_deleted,classes
homebrew-cask,33255,1,0.84,1,0.4,0,3,12,0,0
homebrew-cask,13900,0,0.15,1,0.06,1,1,3,3,0
homebrew-cask,14233,0,0.43,1,1.81,0,0,8,6,1
homebrew-cask,5139,1,0.78,0,0.01,0,0,0,0,0
homebrew-cask,26466,1,0.64,1,0,0,1,3,3,0
homebrew-cask,29147,1,0.87,1,0.35,0,1,5,5,0
homebrew-cask,20369,0,0.63,1,0.03,0,0,0,0,0
homebrew-cask,16882,0,0.48,0,0.01,1,0,0,0,0
homebrew-cask,10448,0,0.5,0,0.02,0,0,0,0,0
homebrew-cask,33586,0,0.84,1,0.05,0,0,3,3,1
homebrew-cask,33615,0,0.84,1,0.02,0,0,1,1,1
homebrew-cask,12525,0,0.71,1,0.03,0,1,2,2,0
homebrew-cask,33013,1,0.69,1,0.07,2,1,3,3,0
homebrew-cask,15582,0,0.33,1,0.06,0,0,0,0,0
homebrew-cask,23002,1,0.63,1,0.02,0,0,0,0,0
homebrew-cask,15204,0,0.61,1,0.18,0,0,2,2,1
homebrew-cask,27092,0,0.77,1,0.18,0,0,3,6,1
homebrew-cask,27447,1,0.89,1,0,0,1,3,3,0
homebrew-cask,7726,1,0.76,0,0.06,2,1,8,4,0
homebrew-cask,13955,0,0.64,1,0.01,0,1,2,2,0
homebrew-cask,20877,1,0.4,0,0.05,0,1,2,2,0
homebrew-cask,20245,0,0.64,0,1.1,1,1,3,3,0
homebrew-cask,29259,0,0.33,1,0,0,0,14,0,1
homebrew-cask,34804,0,0.84,0,0.04,0,0,0,0,1
homebrew-cask,14054,1,0.48,1,0.1,0,1,16,5,0
homebrew-cask,202,0,0.6,0,0,1,0,0,0,1
homebrew-cask,7493,1,0.66,1,0.29,0,1,1,1,0
homebrew-cask,9561,1,0.78,0,0.27,0,0,0,0,0
homebrew-cask,10409,0,0.59,0,0.59,1,0,0,0,1
homebrew-cask,20413,1,0.64,1,0.01,0,1,3,3,0
homebrew-cask,12860,0,0.44,1,0,0,1,2,1,0
homebrew-cask,24273,0,0.75,0,0.03,1,0,0,0,1
homebrew-cask,23781,1,0.63,4,0.01,0,0,0,0,0
homebrew-cask,5120,1,0.93,14,0.67,0,0,0,0,0
homebrew-cask,31755,1,0.67,1,0.03,0,1,3,3,0
homebrew-cask,6785,1,0.97,7,1.76,0,1,4,3,0
homebrew-cask,4494,1,0.97,1,0.99,0,1,3,3,0
homebrew-cask,28308,1,0.5,1,0.07,0,1,2,2,0
homebrew-cask,22990,1,0.5,0,0.02,0,1,2,2,0
homebrew-cask,15331,0,0.32,0,0.01,1,1,2,2,0
homebrew-cask,14036,0,0.33,1,0.13,0,0,3,3,1
homebrew-cask,9752,1,0.41,0,0.02,0,1,3,3,0
homebrew-cask,1385,1,0.82,1,0.01,0,1,7,0,0
homebrew-cask,28138,1,0.96,1,0.03,0,1,4,4,0
homebrew-cask,28167,1,0.95,1,0.01,0,0,0,0,0
homebrew-cask,10742,1,0.48,0,0,0,0,0,0,0
homebrew-cask,9733,1,0.67,1,0.12,0,1,13,0,0
homebrew-cask,4553,1,0.67,1,0.02,0,1,1,1,0
homebrew-cask,1673,1,0.63,0,0.43,0,0,0,0,0
homebrew-cask,9991,0,0,1,0.01,0,1,1,1,0
homebrew-cask,5505,0,0.73,0,0.88,0,1,9,0,0
homebrew-cask,4649,0,0,0,0.01,0,27,27,0,0
homebrew-cask,25112,0,0.6,1,0.19,1,0,3,3,1
homebrew-cask,23233,1,0.7,1,0.03,0,0,0,0,0
homebrew-cask,1512,1,0.48,0,0,0,1,7,0,0
homebrew-cask,7936,1,0.97,1,0.42,0,1,9,0,0
homebrew-cask,26638,1,0.7,0,0.53,0,1,2,2,0
homebrew-cask,7100,0,0.76,0,0,0,0,0,0,1
homebrew-cask,35514,1,0.89,1,0.23,0,1,2,2,0
homebrew-cask,1983,1,0.96,1,0,0,1,7,0,0
homebrew-cask,10153,1,0.55,1,0.28,0,1,15,0,0
homebrew-cask,12513,0,0.1,1,0.02,0,1,6,5,0
homebrew-cask,13469,0,0.2,1,0.86,0,0,0,0,0
homebrew-cask,2223,1,0.9,1,0,0,1,7,0,0
