project,pr_id,First_Status,Reputation,Changed_file,Evaluation_time,Nb_Comments,Nb_Commits,LC_added,LC_deleted,classes
cocos2d-x,6332,1,0.95,1,0,0,1,1,1,0
cocos2d-x,550,1,0.95,3,0,0,1,27,58,0
cocos2d-x,16352,1,0.97,4,3.76,0,2,8,12,0
cocos2d-x,3216,1,0.92,123,1.11,0,3,1509,1503,0
cocos2d-x,2333,1,0.97,12,0,0,2,21,609,0
cocos2d-x,6489,0,0.01,6742,155.03,0,10000,1422911,21713,0
cocos2d-x,5975,0,0,2,34.25,0,4,102,78,0
cocos2d-x,3897,1,0.64,1,0,0,1,1,1,0
cocos2d-x,4682,0,0.97,2,0.15,0,1,26,1,0
cocos2d-x,1796,1,0.64,1,0,0,1,1,1,0
cocos2d-x,16909,1,0.97,3,0.54,0,1,115,0,0
cocos2d-x,15951,1,0.93,47,0,0,3,6,6169,0
cocos2d-x,5784,1,0.94,1,0,0,1,2,2,0
cocos2d-x,16877,0,0.7,1,0.67,1,1,3,2,0
cocos2d-x,377,1,0.95,3,0,0,1,69,36,0
cocos2d-x,13161,1,0.8,1,0.05,0,1,1,1,0
cocos2d-x,3277,1,0.64,1,0.06,0,1,1,1,0
cocos2d-x,11427,1,0.38,6,0.07,0,3,20,14,0
cocos2d-x,2142,0,0.4,0,2.94,1,0,0,0,1
cocos2d-x,14822,0,0,25,7.48,0,4,3346,4,0
cocos2d-x,5996,1,0.75,12,0.07,0,4,111,35,0
cocos2d-x,11586,0,0.89,1,0,0,1,1,1,0
cocos2d-x,8692,1,0.67,3,0,0,2,8641,3489,0
cocos2d-x,5588,1,0.96,1,0.03,0,2,112,6,0
cocos2d-x,4379,0,0.64,1,0.01,0,1,1,1,0
cocos2d-x,14852,1,0.89,3,0.06,0,1,60,0,0
cocos2d-x,3919,0,0.64,1,0,0,1,1,1,0
cocos2d-x,13263,1,0.89,1,1.1,0,1,6,0,0
cocos2d-x,12762,0,0.89,0,4.74,0,0,0,0,1
cocos2d-x,9733,1,0.89,6,0.13,0,8,40,24,0
cocos2d-x,11094,1,0.89,1,0,0,2,138,0,0
cocos2d-x,4101,1,0.97,5,0.01,1,1,27,62,0
cocos2d-x,167,1,0.89,0,0,0,0,0,0,0
cocos2d-x,5123,1,0.92,60,0,0,3,297,210,0
cocos2d-x,16248,0,0.95,23,0.04,0,0,23,23,1
cocos2d-x,5202,1,0.95,1,0,0,1,1,0,0
cocos2d-x,7376,1,0.93,0,0,0,0,0,0,0
cocos2d-x,1251,1,0.95,6,0,0,1,19,5,0
cocos2d-x,2597,0,0.64,1,0.03,0,1,1,1,0
cocos2d-x,14996,0,0.64,11,0,0,1,340,184,0
cocos2d-x,170,1,0.89,0,0.04,0,0,0,0,0
cocos2d-x,6145,1,0.6,2,5.78,0,5,37,6,0
cocos2d-x,10905,0,0.85,7,0.25,2,0,7,102,1
cocos2d-x,14663,1,0.8,8,1.01,0,1,9,9,0
cocos2d-x,14978,1,0.72,4,0.97,0,4,26,26,0
cocos2d-x,12606,1,0.94,9,0.7,0,5,42,141,0
cocos2d-x,826,1,0.95,7,0,0,1,20,11,0
cocos2d-x,16816,0,0.25,0,0,0,0,0,0,1
cocos2d-x,1069,1,0.95,10,0,0,3,86,270,0
cocos2d-x,2444,1,0.97,1,0,0,1,1,1,0
cocos2d-x,7103,1,0.64,1,0.01,0,1,11,11,0
cocos2d-x,15906,1,0.54,4,0.04,0,1,7,7,0
cocos2d-x,838,1,0.97,2,0,0,1,8,1,0
cocos2d-x,7433,1,0.79,1,0.04,0,2,6,0,0
cocos2d-x,15686,0,0.25,0,4.92,0,0,0,0,0
cocos2d-x,14190,1,0.64,1,0.01,0,1,6,20,0
cocos2d-x,1346,0,0.5,0,0,0,0,0,0,0
cocos2d-x,15462,0,0.92,272,0,0,0,7625,6643,1
cocos2d-x,17011,1,0.97,8,0.81,0,6,80,21,0
cocos2d-x,4807,1,0.97,1,0.03,0,1,20,16,0
cocos2d-x,11330,0,0.64,4,0.01,0,1,996,0,0
cocos2d-x,6870,1,0.96,4,0.08,0,2,58,51,0
cocos2d-x,16940,1,0.95,2,0,0,1,6,6,0
cocos2d-x,3361,0,0.81,0,0.02,0,0,0,0,0
cocos2d-x,10331,1,0.89,1,0.42,0,2,6,6,0
cocos2d-x,330,1,0.89,0,0,0,0,0,0,0
cocos2d-x,16842,1,0.89,2,1.67,0,2,3,1,0
cocos2d-x,4134,1,0.92,1,0,0,1,125,0,0
cocos2d-x,10905,0,0.85,7,0.25,2,0,7,102,1
cocos2d-x,6279,1,0.95,1,0,0,1,1,1,0
cocos2d-x,9352,0,0,0,0,0,0,0,0,1
cocos2d-x,4139,1,0.82,27,0.17,0,7,154,242,0
cocos2d-x,3528,1,0.94,0,1.9,0,0,0,0,0
cocos2d-x,5078,1,0.92,3,0,0,1,16,24,0
cocos2d-x,3042,0,0,0,192.61,0,0,0,0,0
cocos2d-x,17170,1,0.95,6,0,0,1,33,137,0
cocos2d-x,15339,1,0.95,1,0,0,1,1,0,0
cocos2d-x,2413,0,0.83,9,13.01,0,0,15,68,1
cocos2d-x,17479,1,0.97,1,0.04,0,1,91,68,0
cocos2d-x,5129,0,0,0,1.9,0,0,0,0,1
cocos2d-x,13887,1,0.93,1,0.06,0,1,2,2,0
cocos2d-x,6275,0,0.75,2,0.02,0,0,20,6,1
cocos2d-x,11311,0,0.64,2,0.65,0,1,26,20,0
cocos2d-x,13626,0,0,2,0,0,0,35,0,1
cocos2d-x,6542,1,0.64,1,0.04,0,1,3,1,0
cocos2d-x,15575,1,0.73,1,0.78,0,1,12,14,0
cocos2d-x,11647,0,0,406,0.03,0,78,71115,427,0
cocos2d-x,1318,1,0.97,1,0,0,1,1,1,0
cocos2d-x,14200,0,0.85,27,0.13,1,0,60,32,1
cocos2d-x,1831,1,0.97,11,3.49,0,8,1502,1323,0
cocos2d-x,14970,1,0.75,2,0.27,0,1,2,21,0
cocos2d-x,17785,0,0.2,1,0.02,0,0,1,1,1
cocos2d-x,12241,1,0.93,3,0.84,0,4,813,240,0
cocos2d-x,12281,0,0.5,1,11.16,0,0,2,2,1
cocos2d-x,12972,0,0.89,0,5.09,0,0,0,0,1
cocos2d-x,14823,0,0.75,1,0,0,0,1,1,1
cocos2d-x,4734,1,0.82,3,0.12,0,2,25,18,0
cocos2d-x,10071,1,0.64,4,1.69,0,2,29,0,0
cocos2d-x,6678,1,0.94,1,0,0,1,2,3,0
cocos2d-x,4995,1,0.94,2,0.07,0,2,5,7,0
cocos2d-x,7421,1,0.82,1,0.59,0,2,15,33,0
cocos2d-x,6777,1,0.88,3,0.19,0,1,112,105,0
cocos2d-x,4553,1,0.92,1,0,0,1,1,1,0
cocos2d-x,3241,1,0.95,22,1,0,9,79,83,0
cocos2d-x,14210,0,0.8,3,3.76,0,4,32,17,0
cocos2d-x,4313,1,0.95,2,0,0,1,7,0,0
cocos2d-x,16326,0,0.25,1,213.81,0,0,41,8,1
cocos2d-x,8785,0,0.64,6,0.02,0,1,70,106,0
cocos2d-x,676,1,0.95,2,0,0,3,61,15,0
cocos2d-x,224,0,0.79,12,9.04,0,1,511,1,0
cocos2d-x,4195,1,0.64,1,0,0,1,1,1,0
cocos2d-x,3340,1,0.74,1,4.58,0,1,2,4,0
cocos2d-x,6722,1,0.92,24,0,0,1,86,42,0
cocos2d-x,13421,0,0,0,0,0,0,0,0,1
cocos2d-x,2477,1,0.97,111,0,0,24,13375,493,0
cocos2d-x,9830,1,0.81,0,0.15,0,0,0,0,0
cocos2d-x,5421,1,0.64,1,0,0,1,1,1,0
cocos2d-x,2142,0,0.4,0,2.94,1,0,0,0,1
cocos2d-x,11591,1,0.83,27,2.83,0,20,2123,13,0
cocos2d-x,6890,1,0.71,3,2.7,0,7,38,0,0
cocos2d-x,13433,0,0.81,2,0,0,2,75,293,0
cocos2d-x,11079,1,0.81,16,0.63,0,1,301,54,0
cocos2d-x,13499,1,0.89,1,0.08,0,1,15,0,0
