project,pr_id,First_Status,Reputation,Changed_file,Evaluation_time,Nb_Comments,Nb_Commits,LC_added,LC_deleted,classes
rails,20543,1,0.5,1,0.06,0,1,31,0,0
rails,14315,1,0.88,4,2.08,0,1,51,13,0
rails,22500,1,0.93,1,0.14,0,1,0,1,0
rails,22099,1,0.74,1,0.05,0,1,63,0,0
rails,4112,0,0.74,0,2.32,1,0,0,0,1
rails,24297,1,0.44,0,0.17,0,0,0,0,0
rails,24667,1,0.93,1,0,0,1,2,0,0
rails,26151,1,0.86,3,2.51,0,1,4,6,0
rails,12232,1,0.72,4,6.35,0,1,1,16,0
rails,230,0,0,13,40.87,3,0,442,1,1
rails,7444,1,0.5,3,32.94,0,3,0,7,0
rails,2262,0,0.66,0,0,1,0,0,0,1
rails,15716,0,0.62,2,0.21,3,0,21,2,1
rails,4664,0,0.5,1,0.17,2,1,2,1,0
rails,27018,1,0.5,1,0.28,0,1,12,0,0
rails,18960,1,0.5,1,0.01,0,1,15,4,0
rails,80,0,0,1,1.37,0,1,3,5,0
rails,12089,0,0,2,0.85,1,1,1,2,0
rails,8248,1,0.64,2,0.12,0,2,0,5,0
rails,22032,0,0.66,6,0.02,1,1,1,15,0
rails,25468,0,0,4,57.63,0,0,11,11,1
rails,15688,0,0.65,3,494.28,19,1,3,21,0
rails,28006,1,0.33,3,10.18,0,1,21,2,0
rails,168,0,0.71,0,9.36,0,0,0,0,0
rails,20171,0,0.85,6,11.95,0,0,64,32,1
rails,9072,1,0.77,4,31.23,0,1,3,46,0
rails,19108,0,0.2,1,0.01,1,1,1,0,0
rails,24416,0,0,0,5.14,0,0,0,0,0
rails,8419,0,0.72,1,227.7,0,1,49,33,0
rails,27791,1,0.79,1,0.12,0,1,2,2,0
rails,7547,1,0.43,12,10.36,0,1,1,53,0
rails,4812,0,0.79,11,0.65,0,12,1,17,0
rails,25348,1,0.8,1,0.02,0,1,1,1,0
rails,27479,1,0.79,1,0,0,1,1,1,0
rails,21145,1,0.5,0,0.04,0,0,1,0,0
rails,7294,1,0.63,1,0.05,0,1,0,1,0
rails,14956,1,0.79,1,0.15,0,1,4,1,0
rails,24671,0,0,1,0.03,3,1,0,2,0
rails,24782,0,0,0,0.03,2,0,0,0,0
rails,9197,1,0.5,3,19.33,0,1,0,1,0
rails,23515,1,0.86,4,73.05,0,1,2,28,0
rails,4730,1,0.88,1,0.13,0,1,60,1,0
rails,22160,0,0.14,0,1.3,0,0,0,0,1
rails,14453,0,0,4,0.7,1,1,38,0,0
rails,7954,0,0,3,1.07,0,1,0,0,0
rails,17832,0,0.72,14,0.18,2,1,1,133,0
rails,21724,0,0.5,3,0.1,2,1,9,2,0
rails,7500,0,0.87,1,0.01,2,1,0,1,0
rails,9366,1,0.6,3,6.96,0,1,1,1,0
rails,16188,1,0.33,3,1.31,0,4,45,9,0
rails,18269,1,0.5,1,0.1,0,1,16,0,0
rails,16689,1,0.75,1,0.25,0,1,17,2,0
rails,5436,0,0.86,1,0.47,1,1,31,2,0
rails,28782,0,0.5,1,0.23,0,0,3,0,1
rails,22644,1,0.5,1,0,0,1,2,1,0
rails,14595,0,0,2,2.23,0,0,31,1,1
rails,3320,0,0.67,1,0.21,1,0,6,6,1
rails,23733,1,0.64,2,2.29,0,3,98,12,0
rails,20273,0,0.72,1,0.01,0,1,38,1,0
rails,5056,0,0.9,2,0.75,0,1,0,6,0
rails,9120,1,0.82,5,21.16,0,4,25,10,0
rails,14015,1,0.52,1,0,0,1,0,1,0
rails,21847,0,0,2,11.31,0,0,96,1,1
rails,6349,0,0.71,4,0,0,0,34,7,1
rails,7241,0,0.33,1,0,1,0,1,0,1
rails,17802,1,0.5,1,0,0,1,31,2,0
rails,19628,0,0.65,22,0.3,1,1,295,660,0
rails,4902,0,0.74,0,0.26,2,0,2,0,0
rails,20205,1,0.58,0,0.09,0,0,2,0,0
rails,9825,1,0.25,1,0,0,1,48,1,0
rails,19324,0,0.81,7,16.98,0,0,172,7,1
rails,433,0,0.33,0,154.67,3,0,10,0,0
rails,26756,1,0.86,2,0.02,0,1,10,12,0
rails,9298,1,0.81,1,0.09,0,1,0,1,0
rails,8939,1,0.87,2,0.05,0,1,4,0,0
rails,12536,1,0.67,0,0.07,0,0,0,0,0
rails,6160,1,0.88,3,0,0,1,0,5,0
rails,28284,1,0.93,1,0.03,0,1,9,7,0
rails,12778,0,0.63,0,5.85,0,0,0,0,1
rails,14255,1,0.5,2,1.08,0,9,3,5,0
rails,21693,1,0.5,1,0.13,0,1,31,0,0
rails,26042,1,0.49,1,5.74,0,1,1,0,0
rails,16561,1,0.79,2,0.19,0,1,5,0,0
rails,9239,1,0.87,1,0,0,1,0,2,0
rails,21366,0,0.72,2,0,0,0,13,13,1
rails,11849,0,0,0,624.15,4,0,148,0,0
rails,29265,1,0.9,1,0.04,0,1,0,6,0
rails,4481,0,0.43,9,552.81,7,0,0,0,1
rails,14134,0,0,3,5.93,0,2,6,2,0
rails,17308,0,0.69,3,0.03,3,0,3,3,1
rails,19821,1,0.78,1,0.01,0,1,8,9,0
rails,20285,0,0.78,1,0.38,1,1,0,1,0
rails,5775,0,0,4,224.35,0,1,1,0,0
rails,22993,0,0.79,1,0.02,2,0,1,1,1
rails,20781,0,0.67,5,3.73,0,0,47,9,1
rails,25321,1,0.86,1,2.94,0,1,33,10,0
rails,21125,0,0,0,0.07,1,0,28,0,0
rails,11327,0,0.62,0,0.14,3,0,0,0,1
rails,17792,0,0.5,2,0.01,1,0,11,1,1
rails,20640,0,0,2,0.81,0,0,15,0,1
rails,17125,0,0.25,0,0.14,1,0,0,0,1
rails,21415,0,0.5,3,0.21,2,2,5,1,0
rails,17061,1,0.56,1,0.01,0,1,1,1,0
rails,24776,1,0.86,2,0.56,0,1,22,1,0
rails,23097,1,0.86,1,0.14,0,1,56,0,0
rails,24106,1,0.79,1,0.04,0,1,2,2,0
rails,8694,1,0.77,1,0.01,0,1,0,2,0
rails,2327,1,0.37,1,0.11,0,1,16,1,0
rails,7377,1,0.71,0,1.47,0,0,2,0,0
rails,13352,0,0.6,5,0.01,0,1,18,41,0
rails,3350,1,0.5,2,1.07,0,2,1,0,0
rails,5212,1,0.5,1,0.01,0,1,57,8,0
rails,4845,0,0.66,0,0,0,0,7,0,0
rails,25949,1,0.84,7,1.92,0,3,88,11,0
rails,19506,0,0,1,0.07,1,1,3,1,0
rails,2380,0,0.37,1,0.01,3,1,1,1,0
rails,25311,1,0.5,3,0.2,0,1,4,5,0
rails,15222,0,0,2,0.01,7,1,5,0,0
rails,28103,1,0.93,1,0.02,0,1,1,1,0
rails,27180,0,0.79,5,87.65,1,1,221,2,0
rails,4953,0,0.33,0,1.75,3,0,2,0,0
rails,5915,0,0,3,25.06,3,1,9,4,0
rails,10988,1,0.33,0,0.05,0,0,0,0,0
rails,21275,0,0.78,1,0.02,1,1,1,33,0
rails,26159,1,0.86,1,0.33,0,1,16,8,0
rails,15300,1,0.81,16,2.09,0,3,127,34,0
rails,26842,0,0.5,1,0.02,0,0,1,2,1
rails,24554,0,0,2,0.01,2,0,6,1,1
rails,17815,1,0.84,1,13.26,0,1,0,58,0
rails,14671,1,0.81,1,0,0,1,7,0,0
rails,7464,0,0.67,0,2.3,6,0,1,0,0
rails,14474,1,0.83,2,5.26,0,1,1,167,0
rails,6858,1,0.79,1,0.09,0,1,0,2,0
rails,37,0,0.25,5,7.62,0,7,8,1,0
rails,11888,0,0.3,2,9.9,0,1,17,1,0
rails,13254,0,0,0,0.01,0,0,0,0,1
rails,13388,0,0,1,0,3,0,3,0,1
rails,4746,1,0.25,2,1.91,0,2,0,1,0
rails,11864,0,0.44,0,0.1,4,0,20,0,0
rails,29266,1,0.5,1,0.13,0,1,1,1,0
rails,21632,1,0.66,0,3.47,0,0,1,0,0
rails,22480,1,0.46,1,3.5,0,1,6,0,0
rails,23755,0,0,0,0,0,0,16,0,0
rails,24942,1,0.33,1,0.01,0,1,2,2,0
rails,9361,1,0.87,3,0.12,0,1,146,14,0
rails,14606,0,0.6,1,51.96,8,1,2,0,0
rails,24510,0,0.78,5,378.03,0,0,37,19,1
rails,4387,1,0.67,3,4.06,0,1,0,6,0
rails,27146,1,0.59,2,26.86,0,1,10,2,0
