pr_project,pr_id,First Status,Reputation,Changed file,Evaluation time,Nb Comments,Nb Commits,LC added,LC deleted,classes
rails,16704,Rejected,0.75,1,0.01,1,0,1,1,Reopened
rails,5622,Accepted,0.85,2,0.01,0,2,1,2,Non-Reopened
rails,1523,Accepted,0.5,1,2.87,0,2,1,4,Non-Reopened
rails,24162,Rejected,0.81,1,33.66,0,1,13,7,Non-Reopened
rails,20242,Rejected,0,0,0.07,0,0,0,0,Non-Reopened
rails,17934,Rejected,0.84,1,0.03,4,0,10,0,Reopened
rails,22167,Rejected,0,5,0.05,2,1,135,18,Non-Reopened
rails,20765,Accepted,0.79,1,6.54,0,1,3,0,Non-Reopened
rails,2881,Rejected,0,4,374.13,13,2,40,3,Non-Reopened
rails,6791,Rejected,0.66,3,129.02,0,0,65,13,Reopened
rails,24485,Accepted,0.86,1,1.3,0,1,2,2,Non-Reopened
rails,4236,Accepted,0.76,1,0.01,0,1,7,1,Non-Reopened
rails,24038,Accepted,0.88,3,0,0,1,52,41,Non-Reopened
rails,24295,Accepted,0.74,2,0.1,0,1,4,1,Non-Reopened
rails,28592,Accepted,0.77,3,0.59,0,1,18,1,Non-Reopened
rails,10964,Accepted,0.87,3,0.07,0,1,89,1,Non-Reopened
rails,3056,Accepted,0.86,1,0.46,0,1,2,3,Non-Reopened
rails,16572,Accepted,0.85,2,0,0,1,19,13,Non-Reopened
rails,22000,Accepted,0.67,6,0.18,0,2,0,28,Non-Reopened
rails,12137,Accepted,0.5,3,8,0,1,2,6,Non-Reopened
rails,10130,Accepted,0.79,0,0.71,0,0,10,0,Non-Reopened
rails,8545,Rejected,0.25,2,6.1,7,0,13,1,Reopened
rails,26403,Rejected,0.8,1,6.01,0,1,44,24,Non-Reopened
rails,27734,Accepted,0.93,1,0.62,0,1,2,2,Non-Reopened
rails,14840,Rejected,0.79,1,0.03,1,0,2,2,Reopened
rails,2058,Rejected,0.22,0,0.11,1,0,39,0,Non-Reopened
rails,25945,Accepted,0.5,2,2.96,0,4,6,1,Non-Reopened
rails,10656,Accepted,0.64,1,0,0,1,3,1,Non-Reopened
rails,12356,Accepted,0.9,1,0.8,0,1,18,3,Non-Reopened
rails,9893,Accepted,0.47,1,94.19,0,1,1,0,Non-Reopened
rails,287,Rejected,0.5,1,0.21,0,1,0,2,Non-Reopened
rails,9111,Rejected,0.5,3,0.13,0,0,11,1,Reopened
rails,20382,Rejected,0.84,1,2.86,0,1,1,0,Non-Reopened
rails,6011,Accepted,0.5,0,0.1,0,0,0,0,Non-Reopened
rails,1870,Accepted,0.43,8,0,0,5,68,72,Non-Reopened
rails,25873,Accepted,0.62,3,204.29,0,1,18,2,Non-Reopened
rails,27849,Rejected,0.36,1,0.13,0,0,2,1,Reopened
rails,20781,Rejected,0.67,5,3.73,0,0,47,9,Reopened
rails,21026,Rejected,0,0,0,0,0,0,0,Reopened
rails,19862,Accepted,0.83,1,0,0,1,14,2,Non-Reopened
rails,6964,Rejected,0.81,26,0.05,0,1,0,0,Non-Reopened
rails,27525,Accepted,0.66,1,0.01,0,1,2,2,Non-Reopened
rails,27138,Accepted,0.74,1,0.01,0,1,1,1,Non-Reopened
rails,11419,Accepted,0.74,8,2.82,0,1,0,1,Non-Reopened
rails,25973,Accepted,0.86,3,0.13,0,1,5,5,Non-Reopened
rails,1458,Rejected,0.73,3,0.01,2,0,17,12,Reopened
rails,18383,Accepted,0.14,3,293.43,0,1,0,2,Non-Reopened
rails,18103,Accepted,0.5,0,0.01,0,0,0,0,Non-Reopened
rails,7080,Accepted,0.42,2,0.05,0,1,0,1,Non-Reopened
rails,4769,Accepted,0.76,1,0,0,1,51,1,Non-Reopened
rails,21167,Rejected,0.5,2,0.77,0,0,2,2,Reopened
rails,15684,Rejected,0.6,1,0.08,1,0,15,0,Reopened
rails,23974,Rejected,0.43,2,0.09,2,0,21,1,Reopened
rails,24202,Accepted,0.33,0,233.6,0,0,0,0,Non-Reopened
rails,15324,Accepted,0.22,1,0.3,0,1,1,18,Non-Reopened
rails,351,Accepted,0.87,1,0.05,0,1,0,1,Non-Reopened
rails,1700,Rejected,0.4,0,0.06,1,0,0,0,Non-Reopened
rails,25478,Rejected,0.59,2,0.01,1,0,8,0,Reopened
rails,4763,Accepted,0.81,2,0.62,0,1,26,1,Non-Reopened
rails,26600,Rejected,0.5,3,0.77,4,0,42,0,Reopened
rails,18949,Accepted,0.67,3,0.65,0,1,0,0,Non-Reopened
rails,15140,Accepted,0.81,1,0,0,1,0,2,Non-Reopened
rails,9191,Rejected,0.22,5,24.99,0,0,103,10,Reopened
rails,4094,Accepted,0.9,1,0.11,0,1,46,8,Non-Reopened
rails,6000,Rejected,0.87,1,0.01,1,1,4,1,Non-Reopened
rails,1542,Rejected,0.33,1,0.13,2,0,2,1,Reopened
rails,1990,Accepted,0.75,1,0.14,0,1,0,5,Non-Reopened
rails,18835,Accepted,0.33,1,0.56,0,1,0,0,Non-Reopened
rails,17585,Accepted,0.5,2,0,0,1,0,8,Non-Reopened
rails,10833,Accepted,0.82,4,9.73,0,1,10,35,Non-Reopened
rails,1458,Rejected,0.73,3,0.01,2,0,17,12,Reopened
rails,27442,Accepted,0.86,3,4.1,0,1,17,14,Non-Reopened
rails,22332,Accepted,0.65,6,1.41,0,1,1,4,Non-Reopened
rails,4949,Accepted,0.67,1,0,0,1,0,3,Non-Reopened
rails,13415,Accepted,0.68,2,0.26,0,1,1,4,Non-Reopened
rails,5818,Rejected,0.25,1,13.82,6,1,9,0,Non-Reopened
rails,21533,Rejected,0.66,0,13.91,0,0,50,0,Non-Reopened
rails,15548,Accepted,0.88,1,0.02,0,1,9,0,Non-Reopened
rails,19606,Accepted,0.74,1,0,0,1,91,1,Non-Reopened
rails,24325,Accepted,0.93,1,1.34,0,1,4,3,Non-Reopened
rails,11134,Accepted,0.81,2,5.85,0,1,1,15,Non-Reopened
rails,15125,Rejected,0.81,2,0.03,0,0,19,4,Reopened
rails,4948,Rejected,0,0,0,1,0,1,0,Non-Reopened
rails,8026,Accepted,0.86,2,7.09,0,1,5,1,Non-Reopened
rails,22069,Rejected,0,1,0,0,0,10,0,Reopened
rails,26095,Accepted,0.86,20,0,0,1,77,39,Non-Reopened
rails,19843,Rejected,0.25,3,20.96,0,0,10,1,Reopened
rails,20417,Rejected,0.67,3,24.2,7,0,36,1,Reopened
rails,24837,Rejected,0.59,4,0.03,0,0,9,5,Reopened
rails,14205,Rejected,0.4,0,0.01,1,0,0,0,Non-Reopened
rails,15712,Accepted,0.88,1,0.04,0,1,5,3,Non-Reopened
rails,6893,Accepted,0.88,2,50.99,15,9,40,76,Non-Reopened
rails,28711,Rejected,0,1,45.12,2,4,3,0,Non-Reopened
rails,24928,Rejected,0,0,0,0,0,0,0,Non-Reopened
rails,14170,Accepted,0.5,3,1.25,0,1,5,2,Non-Reopened
rails,19749,Rejected,0,7,0.05,1,0,157,50,Reopened
rails,29178,Accepted,0.74,1,0,0,1,1,1,Non-Reopened
rails,9317,Accepted,0.6,0,0,0,0,20,0,Non-Reopened
rails,17424,Rejected,0,0,35.8,8,0,0,0,Non-Reopened
rails,2918,Accepted,0.91,0,0.1,0,0,13,0,Non-Reopened
rails,20320,Rejected,0.65,3,0.43,7,1,0,4,Non-Reopened
rails,26636,Accepted,0.93,1,0.05,0,1,1,1,Non-Reopened
rails,16130,Rejected,0.4,7,46.7,7,0,37,7,Reopened
rails,28726,Accepted,0.81,3,1.89,0,1,70,52,Non-Reopened
rails,28514,Accepted,0.93,1,6.71,0,1,10,8,Non-Reopened
rails,1636,Accepted,0.47,0,6.57,0,0,18,0,Non-Reopened
rails,2231,Rejected,0.13,0,0.01,1,0,0,0,Non-Reopened
rails,5509,Rejected,0.45,5,8.02,0,0,34,14,Reopened
rails,18175,Rejected,0.71,4,397.72,0,2,1,14,Non-Reopened
rails,22048,Rejected,0.67,0,0.2,2,0,1,0,Non-Reopened
rails,14458,Rejected,0,2,0.02,1,2,163,2,Non-Reopened
rails,15383,Accepted,0.88,1,0,0,1,7,10,Non-Reopened
rails,12187,Accepted,0.33,2,0.15,0,2,7,8,Non-Reopened
rails,3786,Rejected,0.87,1,0.23,0,0,1,1,Reopened
rails,23109,Rejected,0,1,1.02,5,1,5,2,Non-Reopened
rails,19442,Rejected,0.36,1,0.67,1,0,3,1,Reopened
rails,3141,Accepted,0.6,0,0.2,0,0,12,0,Non-Reopened
rails,26063,Accepted,0.84,4,11.55,0,1,17,2,Non-Reopened
rails,26232,Accepted,0.86,2,0.44,0,1,5,4,Non-Reopened
rails,14304,Rejected,0.36,2,0,0,1,0,2,Non-Reopened
rails,15321,Accepted,0.83,1,1.87,0,1,0,1,Non-Reopened
rails,11660,Rejected,0.81,2,0.41,2,1,0,0,Non-Reopened
rails,60,Accepted,0.4,50,0.48,0,45,1,152,Non-Reopened
rails,2983,Accepted,0.76,2,0.18,0,1,18,1,Non-Reopened
rails,11477,Rejected,0.25,0,216.17,10,0,8,0,Non-Reopened
rails,413,Rejected,0.76,0,0.01,1,0,53,0,Non-Reopened
rails,6791,Rejected,0.66,3,129.02,0,0,65,13,Reopened
rails,6492,Accepted,0.67,5,17.07,0,2,0,38,Non-Reopened
rails,1495,Accepted,0.86,1,0.01,0,1,0,1,Non-Reopened
rails,19783,Accepted,0.65,2,3.26,0,1,4,3,Non-Reopened
rails,15677,Accepted,0.84,1,0.01,0,1,1,3,Non-Reopened
rails,14940,Rejected,0.86,4,1.34,7,0,114,102,Reopened
rails,3529,Accepted,0.33,11,0.01,0,1,0,20,Non-Reopened
rails,26350,Rejected,0.78,52,0.38,1,0,113,102,Reopened
rails,22478,Rejected,0,2,0.95,0,1,5,5,Non-Reopened
rails,8498,Rejected,0.5,0,5.85,0,0,23,0,Non-Reopened
rails,26058,Rejected,0,4,0.81,0,0,114,15,Reopened
rails,11617,Accepted,0.5,1,18.94,0,1,43,0,Non-Reopened
rails,16332,Accepted,0.5,1,0,0,1,495,1,Non-Reopened
rails,26350,Rejected,0.78,52,0.38,1,0,113,102,Reopened
rails,12064,Rejected,0,9,0.6,1,1,31,11,Non-Reopened
rails,4556,Accepted,0.71,0,0.07,0,0,6,0,Non-Reopened
rails,21158,Rejected,0.71,2,0.08,1,0,7,1,Reopened
rails,21200,Accepted,0.5,1,0.01,0,1,9,1,Non-Reopened
rails,9118,Accepted,0.5,0,0.33,0,0,24,0,Non-Reopened
rails,7819,Rejected,0,14,1.2,8,2,25,189,Non-Reopened
rails,2289,Accepted,0.78,0,0.03,0,0,1,0,Non-Reopened
rails,21660,Accepted,0.72,1,0.06,0,1,3,1,Non-Reopened
rails,6422,Rejected,0.33,448,0,0,729,9,2080,Non-Reopened
rails,3779,Accepted,0.7,2,0.02,0,1,2,2,Non-Reopened
rails,24790,Rejected,0.78,1,0.11,4,1,0,1,Non-Reopened
rails,2207,Rejected,0.67,412,0,1,643,0,3167,Non-Reopened
rails,27620,Accepted,0.68,2,0.07,0,2,25,2,Non-Reopened
rails,23921,Accepted,0.93,2,0.61,0,1,1,0,Non-Reopened
rails,27206,Accepted,0.66,1,1.72,0,1,8,7,Non-Reopened
rails,17247,Accepted,0.56,1,0.01,0,1,5,133,Non-Reopened
rails,24651,Rejected,0.64,2,0.05,1,1,18,5,Non-Reopened
rails,18308,Accepted,0.67,3,0.03,0,1,15,19,Non-Reopened
rails,9704,Accepted,0.8,0,11.1,0,0,5,0,Non-Reopened
rails,10364,Accepted,0.81,1,1.54,0,1,0,10,Non-Reopened
rails,10037,Rejected,0.81,1,0.01,2,1,392,45,Non-Reopened
rails,3619,Rejected,0.79,2,4.12,11,1,6,0,Non-Reopened
rails,25298,Accepted,0.8,2,0.02,0,1,2,2,Non-Reopened
rails,27091,Rejected,0.74,4,24.87,5,2,38,6,Non-Reopened
rails,4964,Rejected,0.38,0,0,1,0,5,0,Non-Reopened
rails,6070,Rejected,0.4,1,0.01,1,1,23,1,Non-Reopened
rails,26587,Accepted,0.68,2,278.07,0,1,9,0,Non-Reopened
rails,28271,Accepted,0.5,0,0,0,0,0,0,Non-Reopened
rails,7319,Rejected,0.79,0,0.25,5,0,0,0,Non-Reopened
rails,18571,Rejected,0.6,1,0.4,0,1,5,1,Non-Reopened
rails,19582,Rejected,0.54,1,0,1,1,0,0,Non-Reopened
rails,7202,Accepted,0.76,3,4.69,0,1,0,3,Non-Reopened
rails,1444,Accepted,0.86,2,0.39,0,5,0,92,Non-Reopened
rails,27090,Accepted,0.4,1,0,0,1,11,21,Non-Reopened
rails,25337,Rejected,0.84,18,144.76,0,0,362,53,Reopened
rails,25822,Accepted,0.66,1,5.86,0,1,12,0,Non-Reopened
rails,15075,Rejected,0.6,2,0.44,1,1,2,6,Non-Reopened
rails,3789,Rejected,0.2,8,960.94,0,3,0,16,Non-Reopened
rails,1104,Rejected,0.5,1,0.03,2,0,1,1,Reopened
rails,27644,Accepted,0.79,1,0.18,0,1,1,1,Non-Reopened
rails,27320,Accepted,0.93,1,0.02,0,1,1,1,Non-Reopened
rails,29044,Accepted,0.9,1,0.05,0,1,1,1,Non-Reopened
rails,15730,Rejected,0.6,1,2.16,3,1,15,0,Non-Reopened
rails,5884,Rejected,0.33,2,213.53,2,0,35,3,Reopened
rails,2382,Accepted,0.87,1,0.02,0,1,0,1,Non-Reopened
rails,2861,Accepted,0.79,1,0.02,0,1,5,0,Non-Reopened
rails,1567,Rejected,0,2,1.81,8,2,0,5,Non-Reopened
rails,18026,Accepted,0.33,3,1.07,0,1,38,10,Non-Reopened
rails,100,Rejected,0.37,2,0,0,1,18,1,Non-Reopened
rails,28355,Rejected,0.65,3,0.03,2,0,48,0,Reopened
rails,15721,Rejected,0.19,0,0.01,2,0,0,0,Reopened
rails,6220,Accepted,0.84,0,5.43,0,0,130,0,Non-Reopened
rails,22622,Rejected,0.79,3,1.27,0,0,31,1,Reopened
rails,20600,Rejected,0.8,2,106.99,0,0,6,7,Reopened
rails,14840,Rejected,0.79,1,0.03,1,0,2,2,Reopened
rails,23206,Rejected,0.5,2,0,0,0,13,1,Reopened
rails,26495,Accepted,0.4,4,0.24,0,1,40,10,Non-Reopened
rails,23306,Rejected,0.48,3,0.12,2,1,0,2,Non-Reopened
rails,22739,Accepted,0.79,1,0,0,1,21,1,Non-Reopened
rails,25980,Rejected,0,0,0.47,2,0,0,0,Non-Reopened
rails,572,Rejected,0.76,68,0.1,8,0,13,7147,Reopened
rails,22562,Rejected,0.5,0,3.14,0,0,0,0,Reopened
rails,8495,Rejected,0.52,3,0,0,0,47,23,Reopened
rails,2772,Accepted,0.79,10,0,0,5,0,36,Non-Reopened
rails,28481,Accepted,0.93,1,0.32,0,1,3,3,Non-Reopened
rails,6512,Rejected,0.83,2,0,0,0,3,1,Reopened
rails,16749,Accepted,0.79,1,125.09,0,1,2,0,Non-Reopened
rails,23145,Rejected,0.78,1,0.95,0,1,5,9,Non-Reopened
rails,25598,Accepted,0.86,1,0.02,0,1,36,1,Non-Reopened
rails,16655,Accepted,0.43,1,0.06,0,1,6,1,Non-Reopened
rails,6420,Accepted,0.78,2,0.82,0,1,10,1,Non-Reopened
rails,20656,Accepted,0.79,2,0.3,0,1,5,10,Non-Reopened
rails,7768,Accepted,0.81,2,0.03,0,1,15,25,Non-Reopened
rails,13051,Rejected,0.66,1,1.42,9,0,16,10,Reopened
rails,10119,Rejected,0.08,4,390.83,10,2,0,3,Non-Reopened
rails,9328,Accepted,0.76,5,0.65,0,1,16,342,Non-Reopened
rails,12410,Accepted,0.48,0,0.61,0,0,10,0,Non-Reopened
rails,17187,Accepted,0.63,1,1.94,0,1,1,0,Non-Reopened
rails,5286,Rejected,0.6,1,0.54,3,1,17,0,Non-Reopened
rails,20268,Rejected,0.33,1,0.05,0,0,1,0,Reopened
rails,5010,Accepted,0.83,0,0.05,0,0,1,0,Non-Reopened
rails,26236,Rejected,0,0,0.51,3,0,0,0,Non-Reopened
rails,18298,Accepted,0.71,2,0.06,0,1,0,1,Non-Reopened
rails,1710,Rejected,0,0,0.96,3,0,0,0,Non-Reopened
rails,18948,Accepted,0.77,17,9.8,0,3,1,22,Non-Reopened
rails,2080,Rejected,0.5,2,8.6,7,0,52,2,Reopened
rails,26058,Rejected,0,4,0.81,0,0,114,15,Reopened
rails,3369,Accepted,0.67,3,0.09,0,1,21,7,Non-Reopened
rails,12508,Accepted,0.72,4,1.33,0,1,7,2,Non-Reopened
rails,12776,Rejected,0.71,1,0,2,0,1,1,Reopened
rails,11681,Accepted,0.3,1,0.09,0,1,28,10,Non-Reopened
rails,9881,Rejected,0.67,0,0.23,1,0,0,0,Reopened
rails,3732,Rejected,0.75,3,84.23,6,2,0,8,Non-Reopened
rails,10202,Rejected,0.33,1,0.12,2,1,0,2,Non-Reopened
rails,22685,Rejected,0.25,2,0.1,4,0,11,0,Reopened
rails,9411,Accepted,0.87,1,0.03,0,1,1,0,Non-Reopened
rails,1408,Rejected,0,1,1.03,1,1,11,2,Non-Reopened
rails,11323,Rejected,0.27,0,0.02,1,0,0,0,Non-Reopened
rails,1930,Rejected,0.37,2,118.12,4,1,0,3,Non-Reopened
rails,22188,Rejected,0.86,2,24.46,9,3,15,2,Non-Reopened
rails,7356,Rejected,0.28,49,16.8,0,19,10,232,Non-Reopened
rails,21093,Accepted,0.65,1,0.77,0,1,4,1,Non-Reopened
rails,1762,Accepted,0.87,2,0.15,0,1,34,2,Non-Reopened
rails,28974,Accepted,0.86,11,0.03,0,1,38,51,Non-Reopened
rails,20773,Accepted,0.82,1,0.1,0,1,23,2,Non-Reopened
rails,18462,Rejected,0.5,2,0.18,0,0,10,1,Reopened
rails,19142,Rejected,0.22,1,0.05,1,1,0,6,Non-Reopened
rails,21753,Accepted,0.82,1,0.01,0,1,27,1,Non-Reopened
rails,14766,Accepted,0.36,3,0,0,1,0,2,Non-Reopened
rails,6349,Rejected,0.71,4,0,0,0,34,7,Reopened
rails,4150,Accepted,0.67,5,2.78,0,2,22,8,Non-Reopened
rails,21435,Rejected,0.4,3,3.18,0,0,5,1,Reopened
rails,10862,Rejected,0.71,4,636.27,6,1,5,1,Non-Reopened
rails,16802,Rejected,0,5,50.74,0,1,0,3,Non-Reopened
rails,16116,Rejected,0.33,0,0.04,0,0,1,0,Non-Reopened
rails,19219,Rejected,0.78,1,0.01,2,1,4,0,Non-Reopened
rails,4886,Accepted,0.66,0,0.07,0,0,3,0,Non-Reopened
rails,22842,Accepted,0.79,1,0.1,0,1,2,1,Non-Reopened
rails,6344,Rejected,0.71,4,0.01,0,0,16,4,Reopened
rails,25647,Accepted,0.6,1,0.02,0,1,3,3,Non-Reopened
rails,6557,Rejected,0.63,7,5.93,7,8,0,38,Non-Reopened
rails,19367,Rejected,0.82,2,322.24,0,1,64,0,Non-Reopened
rails,22984,Accepted,0.79,1,0.01,0,1,8,1,Non-Reopened
rails,18718,Rejected,0.33,0,0.43,2,0,0,0,Reopened
rails,20384,Rejected,0.77,4,48.95,11,0,82,17,Reopened
rails,12774,Accepted,0.2,3,17.29,0,1,2,1,Non-Reopened
rails,27940,Accepted,0.93,7,0.23,0,2,7,23,Non-Reopened
rails,27137,Rejected,0.22,0,0.01,2,0,0,0,Non-Reopened
rails,15198,Accepted,0.84,6,0.05,0,1,39,53,Non-Reopened
rails,20951,Rejected,0.55,0,0.08,0,0,0,0,Reopened
rails,13053,Rejected,0.6,3,0.01,2,1,13,1,Non-Reopened
rails,8239,Rejected,0.25,4,0.03,5,1,1,2,Non-Reopened
rails,18783,Accepted,0.33,2,90.23,0,1,2,0,Non-Reopened
rails,2039,Accepted,0.73,2,0.17,0,1,37,2,Non-Reopened
rails,11542,Rejected,0,3,499.67,8,1,53,5,Non-Reopened
rails,15650,Accepted,0.6,3,0.01,0,1,15,3,Non-Reopened
rails,6549,Rejected,0.29,0,88.43,16,0,2,0,Non-Reopened
rails,20195,Accepted,0.83,1,0,0,1,41,1,Non-Reopened
rails,6983,Rejected,0,0,0.85,0,0,29,0,Non-Reopened
rails,21297,Rejected,0.25,1,0.28,0,1,0,1,Non-Reopened
rails,29513,Accepted,0.66,1,0.62,0,1,4,5,Non-Reopened
rails,14360,Accepted,0.81,8,5.39,0,2,2,69,Non-Reopened
rails,22472,Rejected,0,3,0.02,3,1,1,7,Non-Reopened
rails,17846,Accepted,0.8,0,0.19,0,0,0,0,Non-Reopened
rails,17111,Rejected,0.4,1,419.43,12,0,2,1,Reopened
rails,11432,Accepted,0.11,5,92.86,0,1,23,6,Non-Reopened
rails,20031,Accepted,0.67,1,0,0,1,4,1,Non-Reopened
rails,14579,Accepted,0.87,7,1.41,0,2,28,5,Non-Reopened
rails,6354,Accepted,0.9,3,0,0,1,2,5,Non-Reopened
rails,25111,Rejected,0.52,6,325.03,4,0,147,143,Reopened
rails,8221,Rejected,0.62,2,4.09,0,0,2,1,Reopened
rails,10378,Accepted,0.84,0,0.01,0,0,7,0,Non-Reopened
rails,28222,Accepted,0.79,2,0,0,1,2,2,Non-Reopened
rails,408,Accepted,0.75,0,0.12,0,0,0,0,Non-Reopened
rails,24253,Accepted,0.93,2,1.53,0,1,3,2,Non-Reopened
rails,24661,Accepted,0.59,2,0.59,0,1,9,1,Non-Reopened
rails,16293,Rejected,0,0,0,0,0,8,0,Non-Reopened
rails,8065,Rejected,0.25,2,0.01,0,1,16,1,Non-Reopened
rails,23780,Rejected,0,2,0.04,0,0,26,1,Reopened
rails,8547,Accepted,0.35,2,745.33,0,1,62,1,Non-Reopened
rails,9046,Rejected,0.71,4,0.08,0,0,31,3,Reopened
rails,15020,Accepted,0.67,1,0.01,0,1,75,1,Non-Reopened
rails,6433,Accepted,0.56,2,0.67,0,1,0,5,Non-Reopened
rails,10519,Rejected,0.5,1,0.03,1,0,2,0,Reopened
rails,12080,Accepted,0.5,3,270.36,0,2,14,5,Non-Reopened
rails,15436,Rejected,0.55,2,252.05,1,1,40,1,Non-Reopened
rails,13573,Accepted,0.6,1,0.24,0,1,0,2,Non-Reopened
rails,13994,Accepted,0.5,1,0.02,0,1,0,3,Non-Reopened
rails,17959,Accepted,0.87,1,0.01,0,1,0,3,Non-Reopened
rails,29205,Rejected,0,4,0.01,0,0,19,6,Reopened
rails,22978,Rejected,0.6,44,0.82,2,1,1,104,Non-Reopened
rails,22788,Rejected,0.5,4,0.04,2,1,102,11,Non-Reopened
rails,11271,Accepted,0.29,1,0,0,1,12,1,Non-Reopened
rails,43,Rejected,0,0,0,0,0,0,0,Non-Reopened
rails,27281,Rejected,0.31,5,8.61,0,5,54,0,Non-Reopened
rails,2948,Accepted,0.8,1,69.09,0,1,46,38,Non-Reopened
rails,15429,Accepted,0.84,3,11.88,0,1,14,73,Non-Reopened
rails,3974,Rejected,0.4,610,0,1,1528,0,22175,Non-Reopened
rails,5727,Accepted,0.82,2,0,0,2,1,0,Non-Reopened
rails,438,Accepted,0.33,2,0,0,1,0,2,Non-Reopened
rails,8692,Accepted,0.85,1,0,0,1,1,12,Non-Reopened
rails,27308,Accepted,0.93,1,0.14,0,1,2,3,Non-Reopened
rails,28501,Accepted,0.72,1,0.5,0,1,0,8,Non-Reopened
rails,5959,Accepted,0.88,1,0,0,1,26,3,Non-Reopened
rails,24587,Rejected,0.66,1,0.09,2,0,19,19,Reopened
rails,27353,Accepted,0.8,1,0.19,0,1,0,4,Non-Reopened
rails,16122,Rejected,0,3,196.33,2,1,32,2,Non-Reopened
rails,28119,Rejected,0.5,4,0.64,0,1,6,6,Non-Reopened
rails,9106,Rejected,0.25,767,0,1,886,1,12599,Non-Reopened
rails,24000,Rejected,0.66,2,0.79,4,1,1,7,Non-Reopened
rails,19487,Rejected,0.83,4,0.31,0,1,0,7,Non-Reopened
rails,27618,Accepted,0.86,2,6.23,0,2,37,20,Non-Reopened
rails,20886,Rejected,0.29,0,84.84,5,0,0,0,Reopened
rails,22069,Rejected,0,1,0,0,0,10,0,Reopened
rails,21154,Accepted,0.56,1,0.02,0,1,0,1,Non-Reopened
rails,25668,Rejected,0.86,2,0.02,2,0,4,4,Reopened
rails,356,Rejected,0.41,0,0.65,1,0,30,0,Non-Reopened
rails,12695,Accepted,0.5,3,13.36,0,1,18,1,Non-Reopened
rails,11145,Rejected,0.5,0,0.02,1,0,0,0,Reopened
rails,6182,Rejected,0.5,1,0.05,2,0,3,3,Reopened
rails,23998,Accepted,0.86,1,0.07,0,1,15,1,Non-Reopened
rails,10214,Accepted,0.67,2,0.67,0,2,1,0,Non-Reopened
rails,21189,Accepted,0.82,4,0.02,0,1,55,1,Non-Reopened
rails,12173,Accepted,0.86,4,0.95,0,4,2,11,Non-Reopened
rails,7951,Rejected,0.5,1,0.21,0,0,1,1,Reopened
rails,17719,Accepted,0.74,1,0.04,0,1,1,1,Non-Reopened
rails,20214,Accepted,0.86,6,0,0,2,13,12,Non-Reopened
rails,23489,Accepted,0.93,1,0.01,0,1,1,0,Non-Reopened
rails,21433,Accepted,0.93,1,0.04,0,1,227,1,Non-Reopened
rails,7748,Rejected,0,2,0.86,4,2,25,1,Non-Reopened
rails,19408,Accepted,0.5,1,0.14,0,1,0,0,Non-Reopened
rails,25707,Accepted,0.81,4,0.94,0,4,50,11,Non-Reopened
rails,16093,Accepted,0.88,1,0,0,1,15,0,Non-Reopened
rails,2688,Accepted,0.67,2,0.34,0,1,164,42,Non-Reopened
rails,21131,Accepted,0.71,3,1.37,0,2,3,1,Non-Reopened
rails,15932,Rejected,0.25,3,10.96,3,0,17,1,Reopened
rails,27074,Accepted,0.59,1,0.01,0,1,5,0,Non-Reopened
rails,10014,Accepted,0.78,1,0.08,0,1,5,8,Non-Reopened
rails,26600,Rejected,0.5,3,0.77,4,0,42,0,Reopened
rails,16867,Accepted,0.77,3,0,0,1,10,5,Non-Reopened
rails,4791,Accepted,0.56,3,0.11,0,2,11,4,Non-Reopened
rails,21163,Rejected,0.33,5,0.01,1,1,34,3,Non-Reopened
rails,3319,Accepted,0.67,2,3.62,0,1,0,4,Non-Reopened
rails,13032,Accepted,0.6,1,16.95,0,1,12,0,Non-Reopened
rails,2439,Accepted,0.79,1,0,0,1,0,0,Non-Reopened
rails,17742,Accepted,0.67,4,0.03,0,1,1,4,Non-Reopened
rails,29065,Rejected,0.5,2,7.73,0,1,2,2,Non-Reopened
rails,3091,Rejected,0.29,1,0.13,1,0,2,2,Reopened
rails,19636,Accepted,0.78,1,0.37,0,1,0,4,Non-Reopened
rails,24823,Rejected,0,1,0.02,3,1,1,1,Non-Reopened
rails,22241,Accepted,0.86,6,50.36,0,3,30,8,Non-Reopened
rails,21648,Rejected,0,1,175.29,0,2,1,1,Non-Reopened
rails,28474,Accepted,0.86,3,2.38,0,1,12,2,Non-Reopened
rails,18449,Rejected,0,1,0,1,1,0,0,Non-Reopened
rails,3151,Accepted,0.38,0,19.7,0,0,10,0,Non-Reopened
rails,16950,Accepted,0.79,1,0,0,1,8,4,Non-Reopened
rails,1600,Rejected,0,1,0.24,0,1,19,1,Non-Reopened
rails,25603,Rejected,0.86,221,0,0,114,6922,1351,Non-Reopened
rails,18652,Rejected,0,134,0,0,90,76,220,Non-Reopened
rails,3990,Accepted,0.8,0,0.01,0,0,2,0,Non-Reopened
rails,24881,Accepted,0.86,2,0.24,0,1,5,1,Non-Reopened
rails,2255,Rejected,0.66,0,0.99,5,0,25,0,Non-Reopened
rails,13099,Accepted,0.86,1,0.12,0,1,1,4,Non-Reopened
rails,16786,Rejected,0.67,1,0.54,0,1,34,1,Non-Reopened
rails,24712,Accepted,0.78,1,0.06,0,1,8,3,Non-Reopened
rails,29229,Accepted,0.67,1,0.06,0,1,1,7,Non-Reopened
rails,9537,Accepted,0.87,2,0.09,0,1,3,4,Non-Reopened
rails,1719,Accepted,0.75,3,0,0,1,0,1,Non-Reopened
