pr_project,pr_id,First Status,Reputation,Changed file,Evaluation time,Nb Comments,Nb Commits,LC added,LC deleted,classes
rails,21410,Accepted,0.93,1,0.02,0,1,41,1,Non-Reopened
rails,17792,Rejected,0.5,2,0.01,1,0,11,1,Reopened
rails,18693,Accepted,0.6,2,2.06,0,1,29,15,Non-Reopened
rails,12151,Rejected,0,1,0.72,1,1,89,1,Non-Reopened
rails,24701,Accepted,0.86,2,0.58,0,1,11,8,Non-Reopened
rails,10268,Rejected,0.67,2,357.23,7,1,0,0,Non-Reopened
rails,20461,Accepted,0.5,1,0.01,0,1,2,1,Non-Reopened
rails,13368,Rejected,0.2,1,0,0,0,1,1,Reopened
rails,8624,Accepted,0.6,0,111.7,0,0,0,0,Non-Reopened
rails,8030,Accepted,0.31,1,0.03,0,1,18,2,Non-Reopened
rails,2907,Rejected,0,0,0.09,2,0,0,0,Reopened
rails,7545,Accepted,0.87,3,1.08,0,1,435,3,Non-Reopened
rails,29342,Accepted,0.9,1,0.03,0,1,3,3,Non-Reopened
rails,24840,Rejected,0.59,9,17.65,0,2,48,22,Non-Reopened
rails,17575,Rejected,0.5,2,1.29,2,0,11,1,Reopened
rails,21978,Accepted,0.5,1,3.09,0,1,2,1,Non-Reopened
rails,23940,Accepted,0.86,2,10.39,0,1,4,14,Non-Reopened
rails,4515,Rejected,0.79,20,9.86,0,3,10,40,Non-Reopened
rails,15293,Accepted,0.68,1,0.01,0,1,29,12,Non-Reopened
rails,1473,Accepted,0.1,2,0.34,0,3,9,6,Non-Reopened
rails,20943,Rejected,0.5,5,5.37,3,0,100,20,Reopened
rails,17812,Accepted,0.82,1,0,0,1,110,19,Non-Reopened
rails,19869,Accepted,0.64,1,0.41,0,1,1,1,Non-Reopened
rails,18034,Rejected,0.73,0,0.03,3,0,0,0,Reopened
rails,12276,Accepted,0.81,3,0.12,0,1,13,0,Non-Reopened
rails,16181,Accepted,0.77,3,0,0,1,2,4,Non-Reopened
rails,23385,Accepted,0.81,1,0.9,0,1,0,4,Non-Reopened
rails,6138,Accepted,0.66,1,0,0,1,2,19,Non-Reopened
rails,24602,Accepted,0.86,1,0.01,0,1,3,0,Non-Reopened
rails,2285,Accepted,0.76,1,0.05,0,1,0,2,Non-Reopened
rails,7150,Accepted,0.85,2,0,0,1,229,13,Non-Reopened
rails,4960,Rejected,0.5,1,0.01,1,1,1,2,Non-Reopened
rails,22913,Rejected,0.67,3,0.3,0,1,13,1,Non-Reopened
rails,25393,Accepted,0.79,3,36.31,0,1,236,9,Non-Reopened
rails,8077,Rejected,0,0,48.66,0,0,41,0,Non-Reopened
rails,24441,Accepted,0.5,1,0.12,0,1,3,3,Non-Reopened
rails,15150,Accepted,0.67,0,0.03,0,0,69,0,Non-Reopened
rails,12918,Accepted,0.3,3,0.01,0,1,1,1,Non-Reopened
rails,1251,Accepted,0.86,1,0.48,0,1,0,6,Non-Reopened
rails,10590,Rejected,0.66,3,3.53,1,1,2,1,Non-Reopened
rails,18105,Accepted,0.73,0,2.5,0,0,1,0,Non-Reopened
rails,8147,Accepted,0.33,7,0.18,0,1,0,69,Non-Reopened
rails,18635,Accepted,0.29,0,0.27,0,0,11,0,Non-Reopened
rails,2321,Accepted,0.5,0,275.85,0,0,0,0,Non-Reopened
rails,29334,Rejected,0.64,3,0.16,2,2,34,15,Non-Reopened
rails,23098,Accepted,0.78,1,0,0,1,32,2,Non-Reopened
rails,7644,Accepted,0.38,3,2.95,0,1,5,3,Non-Reopened
rails,12742,Rejected,0.5,1,235.8,6,3,22,0,Non-Reopened
rails,27669,Rejected,0,0,74.1,0,0,0,0,Non-Reopened
rails,24510,Rejected,0.78,5,378.03,0,0,37,19,Reopened
rails,2689,Rejected,0.67,1,9.56,5,0,19,25,Reopened
rails,2751,Rejected,0.45,1,1.78,5,1,0,0,Non-Reopened
rails,19397,Rejected,0.6,1,25,0,1,1,0,Non-Reopened
rails,23704,Rejected,0,0,0.02,0,0,7,0,Non-Reopened
rails,20061,Accepted,0.58,0,0,0,0,10,0,Non-Reopened
rails,15446,Rejected,0.79,1,0.01,0,0,2,2,Reopened
rails,7742,Accepted,0.6,0,0.23,0,0,16,0,Non-Reopened
rails,25142,Rejected,0,6,1.2,2,1,33,33,Non-Reopened
rails,19586,Rejected,0.66,2,1.16,0,0,18,1,Reopened
rails,21850,Rejected,0.74,1,1.45,3,1,23,1,Non-Reopened
rails,5137,Accepted,0.71,0,0.05,0,0,0,0,Non-Reopened
rails,19661,Accepted,0.25,3,1.01,0,1,1,1,Non-Reopened
rails,3689,Accepted,0.86,1,0.03,0,1,22,1,Non-Reopened
rails,4525,Accepted,0.79,1,0,0,1,0,1,Non-Reopened
rails,21412,Rejected,0.74,2,1.81,3,0,76,1,Reopened
rails,8190,Rejected,0.33,0,0.31,7,0,24,0,Non-Reopened
rails,16828,Rejected,0.6,1,451.55,3,1,28,4,Non-Reopened
rails,279,Accepted,0.4,1,11.69,0,1,0,1,Non-Reopened
rails,20385,Rejected,0.84,1,0.06,0,1,0,1,Non-Reopened
rails,21161,Accepted,0.64,13,0.23,0,1,34,1204,Non-Reopened
rails,17381,Accepted,0.82,1,0.09,0,1,0,1,Non-Reopened
rails,26026,Accepted,0.86,1,0.79,0,1,1,1,Non-Reopened
rails,18324,Accepted,0.86,2,0.01,0,1,0,2,Non-Reopened
rails,24886,Accepted,0.59,5,1.05,0,1,20,20,Non-Reopened
rails,26183,Accepted,0.8,3,0.11,0,1,14,1,Non-Reopened
rails,9622,Rejected,0.43,0,15.16,5,0,23,0,Non-Reopened
rails,23147,Accepted,0.59,1,0,0,1,5,4,Non-Reopened
rails,23398,Accepted,0.81,4,0.16,0,4,5,23,Non-Reopened
rails,28868,Accepted,0.77,1,42.21,0,1,8,8,Non-Reopened
rails,10138,Accepted,0.08,1,1.1,0,1,48,2,Non-Reopened
rails,9507,Accepted,0.87,5,5.06,0,2,254,12,Non-Reopened
rails,10022,Accepted,0.81,3,0.77,0,1,6,12,Non-Reopened
rails,27250,Accepted,0.93,1,0.03,0,1,1,1,Non-Reopened
rails,13571,Rejected,0.5,1,38.48,3,0,32,17,Reopened
rails,1516,Rejected,0.79,2,0.79,8,1,7,1,Non-Reopened
rails,29158,Accepted,0.8,5,0.12,0,1,14,7,Non-Reopened
rails,26449,Rejected,0.86,2,0.51,6,0,16,16,Reopened
rails,13621,Accepted,0.3,1,0.01,0,1,26,1,Non-Reopened
rails,17512,Accepted,0.73,1,156.92,0,1,0,1,Non-Reopened
rails,7098,Rejected,0.25,2,121.58,7,1,2,7,Non-Reopened
rails,6692,Accepted,0.68,2,0.58,0,1,1,0,Non-Reopened
rails,4376,Accepted,0.66,0,0,0,0,31,0,Non-Reopened
rails,4112,Rejected,0.74,0,2.32,1,0,0,0,Reopened
rails,22629,Accepted,0.86,1,0.07,0,1,1,1,Non-Reopened
rails,8602,Rejected,0,6,0.02,1,0,823,0,Reopened
rails,18564,Accepted,0.74,1,0.03,0,1,1,1,Non-Reopened
rails,468,Rejected,0.87,2,0.26,9,4,0,2,Non-Reopened
rails,18413,Accepted,0.71,5,0.77,0,2,3,31,Non-Reopened
rails,10595,Rejected,0.33,2,499.49,0,2,53,1,Non-Reopened
rails,14733,Rejected,0.79,2,0.02,1,0,12,16,Reopened
rails,19705,Rejected,0.24,0,0.02,0,0,0,0,Non-Reopened
rails,9154,Accepted,0.81,1,0,0,1,77,0,Non-Reopened
rails,16964,Accepted,0.79,3,0.63,0,1,9,1,Non-Reopened
rails,27720,Rejected,0.93,1,0.02,0,0,11,0,Reopened
rails,28952,Rejected,0.49,1,0.07,3,1,1,1,Non-Reopened
rails,26241,Accepted,0.5,1,0.32,0,1,3,3,Non-Reopened
rails,17231,Rejected,0,0,2.36,2,0,17,0,Non-Reopened
rails,20804,Accepted,0.33,1,0.01,0,1,0,1,Non-Reopened
rails,6356,Accepted,0.5,2,0.35,0,1,17,1,Non-Reopened
rails,27820,Accepted,0.47,1,0.27,0,1,4,21,Non-Reopened
rails,9881,Rejected,0.67,0,0.23,1,0,0,0,Reopened
rails,20853,Rejected,0.33,1,0.23,1,1,556,1,Non-Reopened
rails,4190,Rejected,0.77,1,42.13,2,1,0,4,Non-Reopened
rails,27652,Rejected,0.93,3,0.02,0,0,0,6,Reopened
rails,23126,Accepted,0.61,1,2.89,0,1,68,43,Non-Reopened
rails,22922,Accepted,0.5,1,0.17,0,1,2,0,Non-Reopened
rails,6109,Accepted,0.88,1,0,0,1,0,2,Non-Reopened
rails,20887,Accepted,0.83,8,0.12,0,1,11,23,Non-Reopened
rails,16549,Rejected,0.75,4,0.92,14,1,0,3,Non-Reopened
rails,6432,Rejected,0,0,36.67,0,0,0,0,Non-Reopened
rails,20081,Accepted,0.64,1,0.01,0,1,8,2,Non-Reopened
rails,7886,Accepted,0.87,5,1.72,0,2,4,13,Non-Reopened
rails,24629,Rejected,0.52,1,320.57,5,1,1,0,Non-Reopened
rails,26071,Rejected,0.33,5,0.03,2,1,1618,1619,Non-Reopened
rails,13435,Rejected,0,0,104.51,0,0,3,0,Non-Reopened
rails,13225,Rejected,0,0,0.01,1,0,17,0,Non-Reopened
rails,3058,Accepted,0.86,1,0.22,0,1,0,1,Non-Reopened
rails,22643,Accepted,0.61,1,0.01,0,1,46,2,Non-Reopened
rails,6048,Rejected,0.85,2,0,2,2,3,1,Non-Reopened
rails,1356,Accepted,0.71,18,12.83,0,22,20466,50,Non-Reopened
rails,29240,Accepted,0.79,1,0.02,0,1,12,12,Non-Reopened
rails,11606,Accepted,0.78,1,4.83,0,1,5,15,Non-Reopened
rails,17441,Rejected,0.76,1,0,1,1,17,0,Non-Reopened
rails,21203,Accepted,0.5,2,0.02,0,1,13,1,Non-Reopened
rails,22269,Accepted,0.45,1,0.02,0,1,32,1,Non-Reopened
rails,27552,Rejected,0.67,1,0.02,2,0,10,5,Reopened
rails,13687,Accepted,0.67,0,0.44,0,0,32,0,Non-Reopened
rails,20640,Rejected,0,2,0.81,0,0,15,0,Reopened
rails,12787,Rejected,0.6,1,0,0,0,34,23,Reopened
rails,13428,Rejected,0.42,5,174.67,0,3,49,48,Non-Reopened
rails,221,Rejected,0.17,2,0.01,0,2,9,0,Non-Reopened
rails,10976,Rejected,0.67,0,0.01,0,0,7,0,Non-Reopened
rails,4168,Accepted,0.9,2,0.05,0,1,0,72,Non-Reopened
rails,21444,Accepted,0.29,0,0.13,0,0,14,0,Non-Reopened
rails,20590,Rejected,0.65,2,0.03,1,0,13,6,Reopened
rails,5553,Rejected,0.5,0,206.13,6,0,0,0,Reopened
rails,11011,Rejected,0.57,2,0.02,0,3,33,3,Non-Reopened
rails,2198,Accepted,0.67,0,0.24,0,0,0,0,Non-Reopened
rails,11212,Accepted,0.81,0,0.3,0,0,114,0,Non-Reopened
rails,3155,Rejected,0.6,0,0.13,0,0,0,0,Non-Reopened
rails,11265,Accepted,0.78,3,0.35,0,1,3,90,Non-Reopened
rails,17777,Rejected,0,1,0.56,9,0,0,0,Reopened
rails,19733,Accepted,0.84,2,0.03,0,1,1,4,Non-Reopened
rails,6437,Accepted,0.71,0,0,0,0,0,0,Non-Reopened
rails,8014,Accepted,0.38,1,0.03,0,1,46,1,Non-Reopened
rails,22105,Accepted,0.77,2,63.46,0,1,1,3,Non-Reopened
rails,14146,Accepted,0.2,0,224.24,0,0,11,0,Non-Reopened
rails,11493,Rejected,0,1,0.04,0,1,5,5,Non-Reopened
rails,17182,Rejected,0,0,2.32,0,0,17,0,Non-Reopened
rails,28523,Accepted,0.93,2,0.28,0,1,0,16,Non-Reopened
rails,8545,Rejected,0.25,2,6.1,7,0,13,1,Reopened
rails,25743,Accepted,0.81,1,0.01,0,1,1,1,Non-Reopened
rails,8678,Accepted,0.77,1,0.03,0,1,0,2,Non-Reopened
rails,26915,Accepted,0.75,1,0.01,0,1,1,1,Non-Reopened
rails,10340,Rejected,0,1,59.98,3,0,6,5,Reopened
rails,19836,Rejected,0,1,1.12,1,0,1,1,Reopened
rails,1372,Accepted,0.5,0,0.01,0,0,2,0,Non-Reopened
rails,16540,Accepted,0.82,1,0.14,0,1,2,1,Non-Reopened
rails,7027,Rejected,0.71,2,32.16,0,0,28,2,Reopened
rails,9321,Accepted,0.5,0,0.03,0,0,1,0,Non-Reopened
rails,23727,Accepted,0.86,2,0.01,0,1,0,0,Non-Reopened
rails,21928,Accepted,0.61,1,0.06,0,1,1,1,Non-Reopened
rails,18099,Accepted,0.5,1,2.74,0,1,3,2,Non-Reopened
rails,21931,Accepted,0.75,1,1.7,0,1,129,1,Non-Reopened
rails,14873,Accepted,0.82,1,0.06,0,1,1,5,Non-Reopened
rails,230,Rejected,0,13,40.87,3,0,442,1,Reopened
rails,22281,Rejected,0.74,4,22.9,7,1,2,1,Non-Reopened
rails,26928,Accepted,0.86,1,15.76,0,1,2,2,Non-Reopened
rails,20923,Rejected,0.76,41,0.02,0,0,247,245,Reopened
rails,2542,Rejected,0.43,0,0.23,1,0,0,0,Non-Reopened
rails,17112,Rejected,0,2,3.16,3,0,15,10,Reopened
rails,18636,Accepted,0.61,2,0.53,0,1,27,22,Non-Reopened
rails,7951,Rejected,0.5,1,0.21,0,0,1,1,Reopened
rails,8279,Accepted,0.67,0,0.03,0,0,35,0,Non-Reopened
rails,15125,Rejected,0.81,2,0.03,0,0,19,4,Reopened
rails,26786,Accepted,0.71,3,1.67,0,1,16,1,Non-Reopened
rails,369,Accepted,0.72,1,0,0,1,81,2,Non-Reopened
rails,3102,Accepted,0.82,1,0.01,0,1,0,1,Non-Reopened
rails,22308,Rejected,0.25,2,0.53,3,1,153,0,Non-Reopened
rails,25449,Accepted,0.8,1,0.01,0,1,1,1,Non-Reopened
rails,3769,Accepted,0.81,2,0.15,0,1,1,1,Non-Reopened
rails,6192,Accepted,0.43,5,9.41,0,3,0,15,Non-Reopened
rails,21195,Accepted,0.75,0,0.02,0,0,4,0,Non-Reopened
rails,16268,Rejected,0.55,0,0.01,1,0,53,0,Non-Reopened
rails,15932,Rejected,0.25,3,10.96,3,0,17,1,Reopened
rails,2581,Accepted,0.79,2,1.06,0,1,20,8,Non-Reopened
rails,19303,Accepted,0.93,0,0.01,0,0,0,0,Non-Reopened
rails,4280,Accepted,0.9,1,0.01,0,4,25,28,Non-Reopened
rails,1560,Rejected,0.76,2,0,1,1,17,1,Non-Reopened
rails,2968,Accepted,0.86,1,0.38,0,1,25,2,Non-Reopened
rails,16052,Rejected,0.81,6,208.29,18,1,29,1,Non-Reopened
rails,26507,Accepted,0.65,2,0.87,0,1,2,6,Non-Reopened
rails,27554,Accepted,0.84,5,0.03,0,1,63,17,Non-Reopened
rails,19962,Accepted,0.86,1,0.22,0,1,1,1,Non-Reopened
rails,16008,Rejected,0,3,987.97,1,2,23,2,Non-Reopened
rails,26014,Rejected,0,3,0.04,0,0,30,1,Reopened
rails,20113,Accepted,0.72,6,2.66,0,1,1,34,Non-Reopened
rails,11327,Rejected,0.62,0,0.14,3,0,0,0,Reopened
rails,8093,Accepted,0.8,3,0.11,0,1,3,1,Non-Reopened
rails,12155,Accepted,0.72,11,0.58,0,1,1,90,Non-Reopened
rails,4739,Accepted,0.87,2,0.74,0,1,1,15,Non-Reopened
rails,1184,Rejected,0.63,1,1.86,2,0,1,0,Reopened
rails,6826,Rejected,0.22,2,5.81,0,2,0,13,Non-Reopened
rails,1476,Rejected,0.67,0,25.38,0,0,3,0,Non-Reopened
rails,16290,Accepted,0.67,2,0.13,0,2,159,2,Non-Reopened
rails,27184,Rejected,0,2119,0.01,0,2346,70680,61445,Non-Reopened
rails,14090,Accepted,0.83,2,27.42,0,1,2,10,Non-Reopened
rails,8174,Rejected,0,2,0,1,1,19,4,Non-Reopened
rails,17934,Rejected,0.84,1,0.03,4,0,10,0,Reopened
rails,17669,Accepted,0.63,1,1.79,0,1,164,1,Non-Reopened
rails,20584,Accepted,0.81,3,0.1,0,1,1,4,Non-Reopened
rails,10328,Rejected,0,3,0.07,0,0,48,3,Reopened
rails,15938,Accepted,0.84,3,0.05,0,1,10,17,Non-Reopened
rails,5772,Accepted,0.9,1,0.12,0,1,29,6,Non-Reopened
rails,28180,Accepted,0.93,1,0.03,0,1,0,1,Non-Reopened
rails,16243,Rejected,0,1,0.03,3,2,3,2,Non-Reopened
rails,7424,Rejected,0.5,2,0.39,4,0,62,7,Reopened
rails,5782,Rejected,0,0,0.08,0,0,4,0,Non-Reopened
rails,3802,Rejected,0,0,6.74,0,0,31,0,Non-Reopened
rails,9990,Rejected,0.47,3,113.62,6,0,20,1,Reopened
rails,27058,Accepted,0.59,3,0.04,0,1,19,0,Non-Reopened
rails,17530,Accepted,0.86,1,0.03,0,1,4,2,Non-Reopened
rails,28178,Rejected,0.14,8,1.48,1,0,188,9,Reopened
rails,24497,Accepted,0.78,1,0.86,0,1,3,4,Non-Reopened
rails,9442,Accepted,0.67,0,0.05,0,0,0,0,Non-Reopened
rails,11322,Accepted,0.67,1,0,0,1,53,3,Non-Reopened
rails,16464,Rejected,0.68,4,1031.94,0,1,76,12,Non-Reopened
rails,21245,Rejected,0.5,1,0.11,1,1,0,3,Non-Reopened
rails,15049,Accepted,0.81,1,0.03,0,1,3,1,Non-Reopened
rails,9052,Rejected,0,4,0.54,3,0,153,1,Reopened
rails,21518,Rejected,0.33,2,1.98,3,0,23,1,Reopened
rails,15149,Accepted,0.84,1,0.09,0,1,86,0,Non-Reopened
rails,16083,Accepted,0.82,1,0.01,0,1,158,2,Non-Reopened
rails,6789,Accepted,0.67,1,0,0,1,8467,0,Non-Reopened
rails,10578,Accepted,0.67,3,3.36,0,1,4,3,Non-Reopened
rails,20638,Rejected,0.33,2,123.75,8,0,36,17,Reopened
rails,4877,Accepted,0.66,0,0.01,0,0,9,0,Non-Reopened
rails,25182,Accepted,0.86,2,0.03,0,1,18,1,Non-Reopened
rails,4918,Accepted,0.5,2,0.59,0,2,16,1,Non-Reopened
rails,15590,Accepted,0.88,7,2.89,0,1,135,18,Non-Reopened
rails,24657,Accepted,0.59,1,0.29,0,1,3,0,Non-Reopened
rails,23586,Accepted,0.5,1,0.01,0,1,0,2,Non-Reopened
rails,26531,Accepted,0.93,1,23.57,0,1,0,2,Non-Reopened
rails,25320,Rejected,0.49,1,1.68,4,1,1,1,Non-Reopened
rails,18754,Rejected,0.78,3,0.03,0,0,106,5,Reopened
rails,237,Rejected,0,0,0.05,1,0,11,0,Non-Reopened
rails,27896,Accepted,0.67,1,0.01,0,1,1,1,Non-Reopened
rails,8242,Rejected,0.25,6,255.94,0,0,34,1,Reopened
rails,245,Rejected,0.67,0,0.24,0,0,966,0,Non-Reopened
rails,18951,Accepted,0.5,1,0.07,0,1,34,0,Non-Reopened
rails,18916,Accepted,0.86,3,6.7,0,3,15,37,Non-Reopened
rails,20918,Accepted,0.82,7,0.09,0,1,169,14,Non-Reopened
rails,8927,Accepted,0.33,0,0.29,0,0,1,0,Non-Reopened
rails,6748,Accepted,0.78,0,0,0,0,21,0,Non-Reopened
rails,15006,Rejected,0.78,1,0.23,2,1,0,2,Non-Reopened
rails,24062,Accepted,0.5,4,4.18,0,1,4,4,Non-Reopened
rails,9254,Accepted,0.5,1,2.05,0,1,383,4,Non-Reopened
rails,13022,Accepted,0.55,6,8.58,0,1,19,1,Non-Reopened
rails,11166,Accepted,0.5,3,310.32,0,1,0,0,Non-Reopened
rails,1214,Rejected,0.86,2,0.05,2,0,5,1,Reopened
rails,3870,Rejected,0.43,0,0.79,1,0,0,0,Non-Reopened
rails,5863,Accepted,0.55,1,0.02,0,1,22,2,Non-Reopened
rails,25844,Accepted,0.5,1,0.01,0,1,1,1,Non-Reopened
rails,19605,Rejected,0,1,0.02,5,3,1,0,Non-Reopened
rails,26653,Accepted,0.65,1,0.02,0,1,1,1,Non-Reopened
rails,7168,Rejected,0,0,0.01,3,0,0,0,Reopened
rails,17777,Rejected,0,1,0.56,9,0,0,0,Reopened
rails,20269,Rejected,0.33,2,0.01,0,0,5,4,Reopened
rails,17422,Rejected,0,3,11.64,0,0,16,3,Reopened
rails,6435,Accepted,0.5,1,0.02,0,1,0,1,Non-Reopened
rails,564,Accepted,0.76,2,0.01,0,1,35,2,Non-Reopened
rails,15771,Accepted,0.84,3,0.09,0,1,7,12,Non-Reopened
rails,16518,Rejected,0,3,189,0,3,0,1,Non-Reopened
rails,7244,Accepted,0.33,3,12.66,0,1,662,2,Non-Reopened
rails,10511,Accepted,0.86,3,0.01,0,1,10,4,Non-Reopened
rails,10275,Accepted,0.36,0,0.15,0,0,40,0,Non-Reopened
rails,7781,Rejected,0.77,3,0.03,2,1,6,0,Non-Reopened
rails,16175,Accepted,0.5,0,0.41,0,0,4,0,Non-Reopened
rails,6765,Accepted,0.84,0,0,0,0,0,0,Non-Reopened
rails,19013,Accepted,0.93,0,0,0,0,1,0,Non-Reopened
rails,22854,Rejected,0.67,3,55.68,8,0,23,1,Reopened
rails,6183,Accepted,0.87,5,12.02,0,2,0,40,Non-Reopened
rails,19185,Accepted,0.86,8,1.43,0,3,5,27,Non-Reopened
rails,10571,Accepted,0.67,3,0.36,0,1,33,1,Non-Reopened
rails,27244,Rejected,0.6,3,20.02,0,1,4,2,Non-Reopened
rails,18640,Rejected,0.25,771,1.73,5,1225,0,8663,Non-Reopened
rails,7976,Rejected,0.38,0,0.87,0,0,0,0,Reopened
rails,17862,Accepted,0.85,2,1.02,0,1,42,1,Non-Reopened
rails,17109,Rejected,0.38,1,36.32,1,0,1,1,Reopened
rails,7035,Rejected,0.48,10,46.71,4,1,0,23,Non-Reopened
rails,29174,Accepted,0.86,1,2.14,0,1,0,4,Non-Reopened
rails,3600,Accepted,0.87,2,0,0,1,25,1,Non-Reopened
rails,24597,Rejected,0.59,1,0.01,1,1,2,2,Non-Reopened
rails,9471,Accepted,0.77,1,0,0,1,21,4,Non-Reopened
rails,20184,Rejected,0.83,1,0.01,0,1,6,0,Non-Reopened
rails,9405,Rejected,0.33,1,1.86,19,2,0,4,Non-Reopened
rails,7889,Rejected,0,3,5.18,0,1,32,0,Non-Reopened
rails,25587,Accepted,0.78,1,0.56,0,1,0,1,Non-Reopened
rails,12262,Accepted,0.66,1,0.01,0,1,0,5,Non-Reopened
rails,8357,Rejected,0.5,0,0.03,0,0,0,0,Reopened
rails,14210,Accepted,0.79,4,0.03,0,1,9,7,Non-Reopened
rails,14940,Rejected,0.86,4,1.34,7,0,114,102,Reopened
rails,397,Accepted,0.9,1,0,0,1,3,6,Non-Reopened
rails,19341,Rejected,0.87,3,131.21,4,0,7,13,Reopened
rails,2756,Accepted,0.79,5,0.06,0,1,22,2,Non-Reopened
rails,24095,Accepted,0.59,1,0,0,1,2,2,Non-Reopened
rails,20127,Rejected,0.65,1,35.8,3,1,3,1,Non-Reopened
rails,9251,Accepted,0.5,0,0.01,0,0,5,0,Non-Reopened
rails,17792,Rejected,0.5,2,0.01,1,0,11,1,Reopened
rails,6961,Accepted,0.84,0,0.04,0,0,1,0,Non-Reopened
rails,5714,Rejected,0.6,0,0.87,0,0,20,0,Non-Reopened
rails,26643,Accepted,0.64,3,113.01,0,1,29,10,Non-Reopened
rails,6074,Rejected,0.67,9,0.04,4,0,7,15,Reopened
rails,21049,Accepted,0.93,1,0.14,0,1,160,1,Non-Reopened
rails,12201,Rejected,0.78,2,0,0,0,16,3,Reopened
rails,17912,Accepted,0.72,1,0.03,0,1,9,4,Non-Reopened
rails,16378,Accepted,0.73,1,0.03,0,1,0,1,Non-Reopened
rails,7100,Accepted,0.67,1,2.18,0,1,0,1,Non-Reopened
rails,9415,Rejected,0.25,3,977.08,9,2,4,9,Non-Reopened
rails,18782,Rejected,0.33,4,0.69,1,1,0,0,Non-Reopened
rails,21697,Accepted,0.5,2,3.37,0,1,48,1,Non-Reopened
rails,28641,Accepted,0.67,2,0.17,0,1,7,0,Non-Reopened
rails,19836,Rejected,0,1,1.12,1,0,1,1,Reopened
rails,8666,Accepted,0.8,3,0,0,1,258,4,Non-Reopened
rails,28096,Accepted,0.86,1,24.01,0,3,267,0,Non-Reopened
rails,1528,Accepted,0.43,1,0,0,1,1,1,Non-Reopened
rails,20469,Rejected,0,0,0.36,1,0,0,0,Non-Reopened
rails,5538,Rejected,0,1,8.9,4,1,21,0,Non-Reopened
rails,6910,Accepted,0.5,2,1.77,0,1,18,1,Non-Reopened
rails,8090,Rejected,0,3,0.56,1,2,46,1,Non-Reopened
rails,13270,Accepted,0.35,2,0,0,1,1,2,Non-Reopened
rails,23958,Accepted,0.86,2,10.74,0,1,8,2,Non-Reopened
rails,2277,Accepted,0.67,0,0,0,0,2,0,Non-Reopened
rails,15776,Accepted,0.82,1,0.02,0,1,62,16,Non-Reopened
rails,18654,Accepted,0.5,2,5.33,0,1,4073,2,Non-Reopened
rails,18543,Accepted,0.83,1,0.12,0,1,273,2,Non-Reopened
rails,175,Rejected,0.71,0,0.34,0,0,0,0,Non-Reopened
rails,12740,Accepted,0.67,0,8.99,0,0,15,0,Non-Reopened
rails,2282,Rejected,0.67,0,0.01,1,0,0,0,Non-Reopened
rails,4221,Accepted,0.33,1,0,0,1,0,0,Non-Reopened
rails,19647,Accepted,0.5,2,2.38,0,1,1,0,Non-Reopened
rails,11273,Accepted,0.86,6,0.01,0,3,0,38,Non-Reopened
rails,23116,Accepted,0.78,1,0.03,0,1,9,1,Non-Reopened
rails,22983,Accepted,0.86,2,1.68,0,1,1,2,Non-Reopened
rails,14733,Rejected,0.79,2,0.02,1,0,12,16,Reopened
rails,3231,Rejected,0.66,0,0,1,0,1,0,Non-Reopened
rails,27321,Rejected,0.79,1,0.06,2,1,18,21,Non-Reopened
rails,15062,Rejected,0.87,2,0.89,10,2,1,3,Non-Reopened
rails,4058,Accepted,0.79,7,0,0,5,0,7,Non-Reopened
rails,10993,Accepted,0.48,3,7.53,1,1,0,1,Non-Reopened
rails,28541,Accepted,0.75,4,4.31,0,1,30,2,Non-Reopened
rails,20046,Accepted,0.55,0,254.7,0,0,7,0,Non-Reopened
rails,17881,Accepted,0.5,2,0.2,0,1,0,1,Non-Reopened
rails,23242,Rejected,0.59,2,0.1,0,0,6,9,Reopened
rails,27545,Rejected,0.86,3,0.81,0,2,8,16,Non-Reopened
rails,28485,Accepted,0.5,4,7.76,0,1,32,3,Non-Reopened
rails,320,Rejected,0.14,2,1.03,4,0,18,0,Reopened
rails,4521,Rejected,0.81,3,0.08,8,1,12,3,Non-Reopened
rails,27557,Rejected,0.59,3,0,0,1,34,0,Non-Reopened
rails,8731,Accepted,0.79,1,0,0,1,8,11,Non-Reopened
rails,26451,Accepted,0.86,1,51.89,0,1,1,5,Non-Reopened
rails,1441,Accepted,0.79,2,0.2,0,1,98,2,Non-Reopened
rails,13804,Rejected,0,2,0,0,1,24,0,Non-Reopened
rails,16547,Accepted,0.75,1,0,0,1,67,0,Non-Reopened
rails,1665,Rejected,0.33,0,321.02,6,0,6,0,Non-Reopened
rails,19843,Rejected,0.25,3,20.96,0,0,10,1,Reopened
rails,10808,Rejected,0.52,1,3.49,4,1,14,1,Non-Reopened
rails,23356,Rejected,0.49,0,0,2,0,28,0,Non-Reopened
rails,4842,Accepted,0.75,1,0.16,0,1,0,8,Non-Reopened
rails,18331,Accepted,0.74,1,0.01,0,1,91,8,Non-Reopened
rails,23612,Accepted,0.78,4,0.92,0,1,86,12,Non-Reopened
rails,6829,Accepted,0.84,0,0,0,0,12,0,Non-Reopened
rails,13189,Accepted,0.76,10,0.16,0,3,22,33,Non-Reopened
rails,22492,Rejected,0.67,0,0.02,2,0,0,0,Reopened
rails,7088,Rejected,0,2,67.45,3,1,2,2,Non-Reopened
rails,24889,Accepted,0.43,1,0.13,0,1,6,11,Non-Reopened
