fk_rails,pr_id,First_Status,FirstStatus,Reputation,Changed_file,Evaluation_time,Num_Comments_before_Closed,Num_commits_before_Closed,Num_lines_added,Num_lines_deleted,classes,Label
1,21016,0,Rejected,0.74,1,0.41,3,1,2,1,0,Non-Reopened
1,11079,0,Rejected,0,0,139.54,0,0,0,0,0,Non-Reopened
1,10947,0,Rejected,0.28,0,0.06,0,2,0,0,0,Non-Reopened
1,13095,1,Accepted,0.6,2,0.33,0,1,7,9,0,Non-Reopened
1,20196,1,Accepted,0.72,2,9.05,0,1,19,2,0,Non-Reopened
1,9455,0,Rejected,0,1,116.41,3,1,10,41,0,Non-Reopened
1,4879,1,Accepted,0.81,2,0.02,0,1,435,2,0,Non-Reopened
1,5344,0,Rejected,0.64,2,0.04,2,1,43,1,0,Non-Reopened
1,19499,1,Accepted,0.5,1,0.2,0,1,29,7,0,Non-Reopened
1,24385,1,Accepted,0.77,5,0.02,0,1,41,9,0,Non-Reopened
1,20082,1,Accepted,0.5,1,9.78,0,1,0,0,0,Non-Reopened
1,1451,1,Accepted,0.86,1,0.01,0,1,3,1,0,Non-Reopened
1,16388,0,Rejected,0.63,3,524.88,4,1,2,13,0,Non-Reopened
1,5349,1,Accepted,0.85,7,0.14,0,1,0,10,0,Non-Reopened
1,21789,1,Accepted,0.93,1,0.73,0,1,9,1,0,Non-Reopened
1,28967,1,Accepted,0.6,1,0.08,0,1,2,2,0,Non-Reopened
1,14503,0,Rejected,0.2,4,0.76,4,1,2,1,0,Non-Reopened
1,16220,1,Accepted,0.44,6,6.66,0,1,4,9,0,Non-Reopened
1,12397,0,Rejected,0.44,2,6.88,4,2,1,1,0,Non-Reopened
1,16,0,Rejected,0.76,0,0.47,0,0,0,0,0,Non-Reopened
1,7933,0,Rejected,0.29,0,0,0,0,0,0,0,Non-Reopened
1,13093,1,Accepted,0.5,2,0.21,0,1,5,2,0,Non-Reopened
1,23182,1,Accepted,0.32,1,0.15,0,1,7,1,0,Non-Reopened
1,1309,0,Rejected,0.29,0,0,0,0,0,0,1,Reopened
1,7454,0,Rejected,0.5,0,0.06,3,0,0,0,0,Non-Reopened
1,26193,1,Accepted,0.67,1,0.49,0,1,1,0,0,Non-Reopened
1,3311,0,Rejected,0,0,198.28,11,0,5,0,0,Non-Reopened
1,24801,1,Accepted,0.93,1,0,0,1,1,1,0,Non-Reopened
1,25921,0,Rejected,0,1,5.64,2,0,7,0,1,Reopened
1,28351,1,Accepted,0.86,3,0.79,0,1,13,0,0,Non-Reopened
1,501,1,Accepted,0.79,1,0,0,1,30,0,0,Non-Reopened
1,18477,1,Accepted,0.27,1,16.81,0,1,1,0,0,Non-Reopened
1,1760,0,Rejected,0.55,0,113.34,2,0,0,0,1,Reopened
1,495,1,Accepted,0.76,3,0.02,0,1,11,3,0,Non-Reopened
1,16242,1,Accepted,0.25,1,0.01,0,1,29,1,0,Non-Reopened
1,18275,1,Accepted,0.79,4,0.29,0,1,1,5,0,Non-Reopened
1,388,1,Accepted,0.72,1,3.85,0,1,2,2,0,Non-Reopened
1,15602,1,Accepted,0.82,1,0.03,0,1,2,0,0,Non-Reopened
1,14597,1,Accepted,0.81,3,0.04,0,1,0,10,0,Non-Reopened
1,4391,0,Rejected,0.11,0,1.94,5,0,10,0,0,Non-Reopened
1,7,0,Rejected,0.66,0,0.88,0,0,7,0,0,Non-Reopened
1,25162,1,Accepted,0.7,1,0.07,0,1,1,1,0,Non-Reopened
1,2090,1,Accepted,0.77,1,0.03,0,1,0,2,0,Non-Reopened
1,11095,1,Accepted,0.78,3,0.15,0,1,2,5,0,Non-Reopened
1,15291,1,Accepted,0.5,1,0.02,0,1,16,2,0,Non-Reopened
1,17274,0,Rejected,0,0,0.03,0,0,1,0,0,Non-Reopened
1,15080,1,Accepted,0.87,1,0,0,1,14,3,0,Non-Reopened
1,19273,1,Accepted,0.61,1,0.08,0,1,16,5,0,Non-Reopened
1,28098,1,Accepted,0.85,13,0.94,0,2,407,70,0,Non-Reopened
1,24533,1,Accepted,0.78,1,0.45,0,1,1,1,0,Non-Reopened
1,17058,1,Accepted,0.67,3,0.18,0,1,1,18,0,Non-Reopened
1,15838,0,Rejected,0.69,2,0.09,1,2,183,4,0,Non-Reopened
1,20237,1,Accepted,0.5,3,0.46,0,1,1,4,0,Non-Reopened
1,11116,0,Rejected,0.3,2,14.89,4,1,17,6,0,Non-Reopened
1,5100,1,Accepted,0.5,3,309.95,0,1,29,6,0,Non-Reopened
1,28907,0,Rejected,0,1,0.02,0,0,2,2,1,Reopened
1,5841,1,Accepted,0.6,2,10.89,0,1,7,2,0,Non-Reopened
1,18451,1,Accepted,0.5,0,0.03,0,0,26,0,0,Non-Reopened
1,22764,1,Accepted,0.67,0,12.66,0,0,2,0,0,Non-Reopened
1,26424,0,Rejected,0.74,5,233.96,2,1,5,7,0,Non-Reopened
1,9647,0,Rejected,0.5,0,54.76,0,0,2,0,0,Non-Reopened
1,17631,1,Accepted,0.86,3,100.01,0,1,39,0,0,Non-Reopened
1,16656,0,Rejected,0.64,2,0.74,2,2,0,1,0,Non-Reopened
1,15458,0,Rejected,0.84,10,11.24,26,1,239,27,0,Non-Reopened
1,9101,0,Rejected,0.33,0,354.96,5,0,34,0,0,Non-Reopened
1,4822,1,Accepted,0.88,3,0.01,0,1,1,11,0,Non-Reopened
1,21366,0,Rejected,0.72,2,0,0,0,13,13,1,Reopened
1,20664,1,Accepted,0.65,1,0.26,0,1,0,1,0,Non-Reopened
1,24616,1,Accepted,0.76,3,0.03,0,1,58,3,0,Non-Reopened
1,4735,1,Accepted,0.5,1,2.94,0,1,9,1,0,Non-Reopened
1,11592,0,Rejected,0,1,0.04,3,0,1,1,1,Reopened
1,3734,0,Rejected,0.33,0,0.04,0,0,26,0,0,Non-Reopened
1,4468,1,Accepted,0.79,1,0.5,0,1,2,1,0,Non-Reopened
1,8078,1,Accepted,0.8,3,0.62,0,1,24,3,0,Non-Reopened
1,1184,0,Rejected,0.63,1,1.86,2,0,1,0,1,Reopened
1,20150,1,Accepted,0.73,1,0.05,0,1,14,1,0,Non-Reopened
1,23926,1,Accepted,0.6,1,0,0,1,22,1,0,Non-Reopened
1,26157,1,Accepted,0.93,2,2.23,0,1,2,0,0,Non-Reopened
1,22020,0,Rejected,0.59,2,0.5,0,1,8,196,0,Non-Reopened
1,19391,1,Accepted,0.5,0,0,0,0,2,0,0,Non-Reopened
1,9707,0,Rejected,0.67,4,2.94,2,0,18,2,1,Reopened
1,5374,1,Accepted,0.92,2,12.58,0,1,69,28,0,Non-Reopened
1,6288,0,Rejected,0.29,0,0.32,0,0,0,0,0,Non-Reopened
1,4727,1,Accepted,0.19,0,3.78,0,0,0,0,0,Non-Reopened
1,17003,0,Rejected,0,1,374.12,2,1,0,1,0,Non-Reopened
1,6136,1,Accepted,0.86,2,13.62,0,1,10,5,0,Non-Reopened
1,24759,1,Accepted,0.78,1,0.01,0,1,4,4,0,Non-Reopened
1,28287,1,Accepted,0.86,3,0.02,0,1,25,5,0,Non-Reopened
1,13481,0,Rejected,0.35,2,0,0,3,6,14,0,Non-Reopened
1,28544,1,Accepted,0.78,2,0.03,0,1,26,13,0,Non-Reopened
1,6038,1,Accepted,0.86,1,0.02,0,1,0,1,0,Non-Reopened
1,8788,1,Accepted,0.77,1,0.32,0,1,1,10,0,Non-Reopened
1,20245,0,Rejected,0.25,0,6.68,2,0,10,0,0,Non-Reopened
1,9638,1,Accepted,0.76,1,0.03,0,1,306,1,0,Non-Reopened
1,19064,1,Accepted,0.86,1,0.01,0,1,0,10,0,Non-Reopened
1,12223,1,Accepted,0.69,1,0,0,1,48,1,0,Non-Reopened
1,26925,0,Rejected,0.86,2,0.46,0,0,8,7,1,Reopened
1,8872,1,Accepted,0.67,2,6.03,0,1,20,4,0,Non-Reopened
1,7480,1,Accepted,0.5,0,0.06,0,0,37,0,0,Non-Reopened
1,12892,0,Rejected,0.79,1,0,1,0,12,9,1,Reopened
1,24254,1,Accepted,0.5,1,3.96,0,1,19,0,0,Non-Reopened
1,24267,0,Rejected,0.33,0,0.85,0,0,0,0,1,Reopened
1,4357,1,Accepted,0.85,2,0.01,0,1,0,20,0,Non-Reopened
1,5187,0,Rejected,0,7,191.84,0,0,110,43,1,Reopened
1,9264,0,Rejected,0,3,990.03,11,1,10993,0,0,Non-Reopened
1,26608,0,Rejected,0.5,1,0.03,3,1,2,1,0,Non-Reopened
1,6426,1,Accepted,0.33,1,29.82,0,1,80,10,0,Non-Reopened
1,14641,0,Rejected,0.29,2,77.15,11,1,489,6,0,Non-Reopened
1,23167,1,Accepted,0.59,3,0,0,1,127,1,0,Non-Reopened
1,2424,0,Rejected,0.5,2,0.07,5,1,0,0,0,Non-Reopened
1,21864,0,Rejected,0.71,2,0.23,0,0,3,2,1,Reopened
1,26820,0,Rejected,0.93,3,2.86,2,0,28,0,1,Reopened
1,13751,1,Accepted,0.78,4,0.4,0,1,45,6,0,Non-Reopened
1,39,0,Rejected,0,2,0.63,0,1,0,3,0,Non-Reopened
1,13073,1,Accepted,0.78,3,7.24,0,5,2,14,0,Non-Reopened
1,26508,1,Accepted,0.67,1,0,0,1,1,1,0,Non-Reopened
1,23465,1,Accepted,0.86,3,0,0,1,4,4,0,Non-Reopened
1,27766,1,Accepted,0.79,1,0.26,0,1,1,1,0,Non-Reopened
1,10544,0,Rejected,0.6,1,0.11,2,0,0,1,1,Reopened
1,16793,1,Accepted,0.88,2,3.27,0,1,23,0,0,Non-Reopened
1,8776,0,Rejected,0.73,1,0.01,0,1,4,1,0,Non-Reopened
1,18071,0,Rejected,0.29,2,0,0,1,0,1,0,Non-Reopened
1,20389,0,Rejected,0.6,1,5.79,3,0,5,3,1,Reopened
1,13198,1,Accepted,0.78,1,0.37,0,1,27,1,0,Non-Reopened
1,17442,0,Rejected,0.72,1,0.08,0,1,0,5,0,Non-Reopened
1,5973,1,Accepted,0.5,0,0.51,0,0,1,0,0,Non-Reopened
1,1198,1,Accepted,0.79,1,0.32,0,1,2,0,0,Non-Reopened
1,10753,0,Rejected,0.66,1,0.43,5,1,1,9,0,Non-Reopened
1,5404,1,Accepted,0.5,1,0.06,0,1,0,2,0,Non-Reopened
1,14244,1,Accepted,0.81,2,6.79,0,1,18,1,0,Non-Reopened
1,15375,0,Rejected,0.79,2,0.01,6,1,3,0,0,Non-Reopened
1,2907,0,Rejected,0,0,0.09,2,0,0,0,1,Reopened
1,21553,0,Rejected,0.61,1,0.05,0,0,1,1,1,Reopened
1,6026,1,Accepted,0.76,1,0.06,0,1,29,1,0,Non-Reopened
1,6074,0,Rejected,0.67,9,0.04,4,0,7,15,1,Reopened
1,15339,1,Accepted,0.84,2,0,0,1,36,13,0,Non-Reopened
1,28052,1,Accepted,0.86,12,39.33,0,1,181,185,0,Non-Reopened
1,27738,1,Accepted,0.79,2,11.75,0,1,27,27,0,Non-Reopened
1,28138,1,Accepted,0.5,2,0.15,0,1,11,1,0,Non-Reopened
1,2283,1,Accepted,0.76,1,0,0,1,0,1,0,Non-Reopened
1,12661,1,Accepted,0.79,1,0.09,0,1,0,0,0,Non-Reopened
1,29397,1,Accepted,0.75,0,0,0,0,0,0,0,Non-Reopened
1,25352,1,Accepted,0.8,1,0.05,0,1,2,2,0,Non-Reopened
1,24675,0,Rejected,0,3,0.02,5,1,38,2,0,Non-Reopened
1,21176,1,Accepted,0.93,2,0.59,0,1,1,1,0,Non-Reopened
1,8333,1,Accepted,0.79,1,0,0,1,0,0,0,Non-Reopened
1,6500,0,Rejected,0,2,26.8,0,3,0,18,0,Non-Reopened
1,19906,0,Rejected,0.86,1,0.18,3,1,12,0,0,Non-Reopened
1,18888,1,Accepted,0.86,4,0.79,0,1,1,18,0,Non-Reopened
1,18291,0,Rejected,0.75,2,0.59,0,1,0,1,0,Non-Reopened
1,19248,0,Rejected,0.2,0,258.96,0,0,19,0,0,Non-Reopened
1,1376,0,Rejected,0.5,0,0,1,0,1,0,0,Non-Reopened
1,20409,1,Accepted,0.78,1,0.07,0,1,68,0,0,Non-Reopened
1,4398,1,Accepted,0.76,3,4.26,0,1,0,1,0,Non-Reopened
1,14433,1,Accepted,0.69,1,0.1,0,1,0,7,0,Non-Reopened
1,24799,1,Accepted,0.86,2,4.98,0,1,23,12,0,Non-Reopened
1,13170,1,Accepted,0.52,1,0,0,1,100,3,0,Non-Reopened
1,10401,1,Accepted,0.84,0,1.99,0,0,61,0,0,Non-Reopened
1,16602,1,Accepted,0.5,3,1.65,0,1,61,1,0,Non-Reopened
1,20813,0,Rejected,0.5,2,1.24,3,0,22,2,1,Reopened
1,19164,0,Rejected,0.7,0,290.8,4,0,1,0,0,Non-Reopened
1,20574,0,Rejected,0.79,9,58.73,6,0,130,12,1,Reopened
1,12201,0,Rejected,0.78,2,0,0,0,16,3,1,Reopened
1,24965,1,Accepted,0.81,7,18.53,0,3,43,37,0,Non-Reopened
1,29063,0,Rejected,0.5,2,0.12,0,0,12,2,1,Reopened
1,9631,0,Rejected,0.79,0,0.01,2,0,23,0,0,Non-Reopened
1,23371,1,Accepted,0.86,1,0.04,0,1,1,1,0,Non-Reopened
1,8593,1,Accepted,0.6,1,0,0,1,1,2,0,Non-Reopened
1,26110,1,Accepted,0.6,1,0.22,0,1,5,2,0,Non-Reopened
1,16966,0,Rejected,0.33,2,6.94,13,2,12,0,0,Non-Reopened
1,28336,1,Accepted,0.79,1,0.88,0,1,63,0,0,Non-Reopened
1,13480,0,Rejected,0.6,2,0.09,2,0,2,2,1,Reopened
1,22696,0,Rejected,0.5,1,0,2,1,19,0,0,Non-Reopened
1,2890,0,Rejected,0.2,0,339.59,11,0,0,0,0,Non-Reopened
1,20243,0,Rejected,0,0,0.37,3,0,0,0,0,Non-Reopened
1,4891,1,Accepted,0.81,2,0,0,1,0,3,0,Non-Reopened
1,28941,0,Rejected,0.93,1,0.02,0,0,0,4,1,Reopened
1,11261,1,Accepted,0.33,1,1.66,0,1,0,10,0,Non-Reopened
1,25555,1,Accepted,0.78,4,0.18,0,1,13,14,0,Non-Reopened
1,13083,1,Accepted,0.6,1,0.04,0,2,5,1,0,Non-Reopened
1,26082,0,Rejected,0,157,0.05,0,77,3246,1259,0,Non-Reopened
1,15259,1,Accepted,0.84,7,0,0,1,0,73,0,Non-Reopened
1,26951,1,Accepted,0.93,1,0.1,0,1,1,1,0,Non-Reopened
1,2022,1,Accepted,0.79,2,0.13,0,2,2,8,0,Non-Reopened
1,12717,0,Rejected,0,3,225.17,5,2,0,1,0,Non-Reopened
1,11530,0,Rejected,0.48,3,434.81,6,0,82,14,1,Reopened
1,9052,0,Rejected,0,4,0.54,3,0,153,1,1,Reopened
1,20849,1,Accepted,0.65,5,15.82,0,1,1,8,0,Non-Reopened
1,5418,0,Rejected,0.29,2,64.97,0,1,13,0,0,Non-Reopened
1,23521,1,Accepted,0.86,1,16.16,0,1,22,3,0,Non-Reopened
1,17111,0,Rejected,0.4,1,419.43,12,0,2,1,1,Reopened
1,10326,0,Rejected,0,863,51.21,0,1619,22,8270,0,Non-Reopened
1,10357,1,Accepted,0.86,1,4.1,0,1,53,6,0,Non-Reopened
1,22618,1,Accepted,0.93,1,0.08,0,1,5,1,0,Non-Reopened
1,19625,1,Accepted,0.5,1,0.87,0,1,657,2,0,Non-Reopened
1,8688,1,Accepted,0.77,2,0.12,0,1,3,3,0,Non-Reopened
1,21675,1,Accepted,0.93,1,0.01,0,1,12,1,0,Non-Reopened
1,18820,1,Accepted,0.5,1,0.02,0,1,15,1,0,Non-Reopened
1,14017,0,Rejected,0,2,0.03,2,0,18,0,1,Reopened
1,15492,1,Accepted,0.84,5,0.22,0,1,303,2,0,Non-Reopened
1,23928,0,Rejected,0,2,3.09,0,1,129,22,0,Non-Reopened
1,7848,1,Accepted,0.87,3,2.03,0,1,10,4,0,Non-Reopened
1,2029,1,Accepted,0.76,1,0.48,0,1,131,0,0,Non-Reopened
1,25773,1,Accepted,0.71,1,0.08,0,1,1,1,0,Non-Reopened
1,8434,0,Rejected,0.5,1,0.29,0,1,4,12,0,Non-Reopened
1,5142,0,Rejected,0,2,66.34,2,1,8,1,0,Non-Reopened
1,33,0,Rejected,0.76,1,117.96,0,1,0,0,0,Non-Reopened
1,25131,0,Rejected,0.5,0,0.03,1,0,0,0,1,Reopened
1,8782,0,Rejected,0.67,0,0.03,0,0,0,0,1,Reopened
1,27279,0,Rejected,0.5,2,0.81,2,1,3,3,0,Non-Reopened
1,21556,1,Accepted,0.63,1,0,0,1,12,4,0,Non-Reopened
1,24225,1,Accepted,0.5,3,33.47,0,1,439,3,0,Non-Reopened
1,11950,0,Rejected,0.68,13,1.71,0,1,7,50,0,Non-Reopened
1,1201,0,Rejected,0.76,0,0.25,3,0,29,0,0,Non-Reopened
1,6959,1,Accepted,0.79,0,0.92,0,0,37,0,0,Non-Reopened
1,23898,0,Rejected,0.25,0,0.09,2,0,5,0,0,Non-Reopened
1,28944,1,Accepted,0.8,5,0.21,0,1,5,5,0,Non-Reopened
1,8355,1,Accepted,0.86,3,0.04,0,1,1,0,0,Non-Reopened
1,27832,0,Rejected,0.69,1,15.61,0,0,1,1,1,Reopened
1,7068,0,Rejected,0,2,97.74,0,3,6,1,0,Non-Reopened
1,2723,1,Accepted,0.79,3,0,0,1,35,0,0,Non-Reopened
1,11914,1,Accepted,0.67,1,2.46,0,1,0,1,0,Non-Reopened
1,29506,1,Accepted,0.5,65,11.33,0,5,323,323,0,Non-Reopened
1,19959,1,Accepted,0.91,1,0.01,0,1,1,11,0,Non-Reopened
1,14912,0,Rejected,0.4,1,0.03,3,1,12,1,0,Non-Reopened
1,11806,1,Accepted,0.72,1,0.03,0,1,44,1,0,Non-Reopened
1,19225,1,Accepted,0.75,4,0.43,0,1,4,3,0,Non-Reopened
1,7521,0,Rejected,0.5,7,7.43,18,0,275,32,1,Reopened
1,26433,0,Rejected,0,2,263.49,4,3,17,8,0,Non-Reopened
1,8367,0,Rejected,0.66,254,0.04,0,6,83,1260,0,Non-Reopened
1,10594,1,Accepted,0.6,2,3.42,0,1,12,4,0,Non-Reopened
1,26246,0,Rejected,0,2,87.24,7,1,35,7,0,Non-Reopened
1,10017,1,Accepted,0.78,3,0.04,0,1,352,6,0,Non-Reopened
1,271,0,Rejected,0,0,0.02,1,0,10,0,0,Non-Reopened
1,9191,0,Rejected,0.22,5,24.99,0,0,103,10,1,Reopened
1,20764,1,Accepted,0.79,1,1.8,0,1,8,0,0,Non-Reopened
1,20314,1,Accepted,0.65,1,0.01,0,1,0,0,0,Non-Reopened
1,9035,1,Accepted,0.69,1,0.36,0,1,72,0,0,Non-Reopened
1,19003,0,Rejected,0.33,0,0.01,0,0,2,0,0,Non-Reopened
1,3135,1,Accepted,0.71,2,0.02,0,1,11,1,0,Non-Reopened
1,20316,1,Accepted,0.65,1,0.34,0,1,25,0,0,Non-Reopened
1,1929,1,Accepted,0.56,0,10,0,0,69,0,0,Non-Reopened
1,15714,0,Rejected,0.88,1,0,1,1,6,1,0,Non-Reopened
1,9666,1,Accepted,0.76,1,0,0,1,0,1,0,Non-Reopened
1,29302,0,Rejected,0.48,16,0.33,2,1,16,16,0,Non-Reopened
1,8240,0,Rejected,0,1,480.85,10,1,244,0,0,Non-Reopened
1,258,0,Rejected,0.76,47,0.02,1,0,182,52,1,Reopened
1,16374,0,Rejected,0.44,2,0.01,1,0,3,3,1,Reopened
1,15789,1,Accepted,0.84,1,0,0,1,26,0,0,Non-Reopened
1,17346,0,Rejected,0.8,1,0.03,0,0,1,1,1,Reopened
1,15943,1,Accepted,0.67,1,0.09,0,1,2,11,0,Non-Reopened
1,19779,1,Accepted,0.82,1,5.52,0,1,25,13,0,Non-Reopened
1,19007,1,Accepted,0.5,3,0.05,0,2,0,6,0,Non-Reopened
1,15421,1,Accepted,0.63,3,5.92,0,1,0,1,0,Non-Reopened
1,2780,1,Accepted,0.79,3,0.12,0,2,9,21,0,Non-Reopened
1,2224,1,Accepted,0.75,3,82.05,0,1,0,1,0,Non-Reopened
1,5338,1,Accepted,0.4,2,7.22,0,1,20,0,0,Non-Reopened
1,2464,0,Rejected,0.77,1,1.25,0,1,3,1,0,Non-Reopened
1,20906,0,Rejected,0.79,1,27.78,7,1,1,0,0,Non-Reopened
1,239,0,Rejected,0,2,195.64,0,1,0,0,0,Non-Reopened
1,26976,1,Accepted,0.77,2,15.9,0,16,2475,2,0,Non-Reopened
1,21770,1,Accepted,0.25,1,0,0,1,1,1,0,Non-Reopened
1,25618,1,Accepted,0.86,1,0,0,1,0,4,0,Non-Reopened
1,7521,0,Rejected,0.5,7,7.43,18,0,275,32,1,Reopened
1,15946,1,Accepted,0.5,1,0.01,0,1,1,1,0,Non-Reopened
1,521,0,Rejected,0.5,1,0.01,1,0,0,1,1,Reopened
1,27265,0,Rejected,0.5,4,0.15,0,1,18,5,0,Non-Reopened
1,1288,1,Accepted,0.79,15,0.08,0,4,1,287,0,Non-Reopened
1,20593,0,Rejected,0.63,2,0.4,1,0,22,2,1,Reopened
1,11489,0,Rejected,0.58,0,0.02,5,0,0,0,1,Reopened
1,17982,1,Accepted,0.73,0,0.18,0,0,0,0,0,Non-Reopened
1,10505,0,Rejected,0.33,3,369.67,0,1,0,1,0,Non-Reopened
1,17733,1,Accepted,0.84,2,2.04,0,1,8,1,0,Non-Reopened
1,9440,0,Rejected,0,5,428.35,6,1,0,9,0,Non-Reopened
1,22855,1,Accepted,0.5,1,0,0,1,10,1,0,Non-Reopened
1,16548,1,Accepted,0.81,1,0,0,1,2,1,0,Non-Reopened
1,28279,0,Rejected,0.4,3,11.44,3,1,19,0,0,Non-Reopened
1,8221,0,Rejected,0.62,2,4.09,0,0,2,1,1,Reopened
1,17588,1,Accepted,0.89,0,0,0,0,7,0,0,Non-Reopened
1,16359,1,Accepted,0.29,7,5.83,0,2,36,3,0,Non-Reopened
1,8552,1,Accepted,0.84,0,0.11,0,0,16,0,0,Non-Reopened
1,6650,0,Rejected,0,464,0,0,754,76,2138,0,Non-Reopened
1,5813,0,Rejected,0,11,231.45,0,1,0,1,0,Non-Reopened
1,25485,1,Accepted,0.79,1,0.05,0,1,1,1,0,Non-Reopened
1,21494,0,Rejected,0,2,132.91,3,1,312,8,0,Non-Reopened
1,22272,0,Rejected,0.93,1,11.62,3,0,0,3,1,Reopened
1,11418,0,Rejected,0.72,1,145.99,0,1,6,34,0,Non-Reopened
1,8553,0,Rejected,0.23,16,1045.75,20,0,81,7,1,Reopened
1,10311,0,Rejected,0,1,1.98,0,0,130,0,1,Reopened
1,22257,1,Accepted,0.74,2,6.14,0,1,0,3,0,Non-Reopened
1,8496,0,Rejected,0.6,0,0.07,0,0,0,0,1,Reopened
1,8060,1,Accepted,0.87,3,114.08,0,1,88,3,0,Non-Reopened
1,4672,1,Accepted,0.88,2,6.68,0,2,0,31,0,Non-Reopened
1,5514,0,Rejected,0,1,0.67,0,1,0,1,0,Non-Reopened
1,6062,1,Accepted,0.78,0,0.06,0,0,0,0,0,Non-Reopened
1,8242,0,Rejected,0.25,6,255.94,0,0,34,1,1,Reopened
1,6979,0,Rejected,0.75,3,0.05,0,0,91,6,1,Reopened
1,22854,0,Rejected,0.67,3,55.68,8,0,23,1,1,Reopened
1,3132,0,Rejected,0,0,216.43,2,0,1,0,0,Non-Reopened
1,13770,0,Rejected,0,0,0.1,1,0,0,0,1,Reopened
1,11796,1,Accepted,0.78,1,115.67,0,3,17,13,0,Non-Reopened
1,27463,0,Rejected,0.93,3,0.1,0,0,11,2,1,Reopened
1,17811,1,Accepted,0.33,2,0.01,0,1,0,0,0,Non-Reopened
1,5733,1,Accepted,0.6,1,0.1,0,1,3,2,0,Non-Reopened
1,10038,1,Accepted,0.64,0,0.6,0,0,2,0,0,Non-Reopened
1,26000,1,Accepted,0.86,2,16.88,0,1,1,13,0,Non-Reopened
1,29348,1,Accepted,0.5,1,0.5,0,1,1,1,0,Non-Reopened
1,8411,1,Accepted,0.33,1,0.01,0,1,26,1,0,Non-Reopened
1,15806,0,Rejected,0.83,4,0.08,0,0,39,8,1,Reopened
1,26202,0,Rejected,0.86,2,340.53,0,1,10,0,0,Non-Reopened
1,29325,0,Rejected,0,1,0.08,1,1,3,0,0,Non-Reopened
1,15235,0,Rejected,0.5,6,238.25,4,1,0,1,0,Non-Reopened
1,24069,1,Accepted,0.86,1,0.02,0,1,1,1,0,Non-Reopened
1,10407,1,Accepted,0.87,1,0.02,0,1,1,1,0,Non-Reopened
1,9283,1,Accepted,0.84,0,0,0,0,1,0,0,Non-Reopened
1,16038,1,Accepted,0.67,1,0,0,1,1,1,0,Non-Reopened
1,20512,0,Rejected,0.5,1,0.01,1,1,1,3,0,Non-Reopened
1,2664,0,Rejected,0,2,217.08,0,0,7,1,1,Reopened
1,19838,0,Rejected,0,1,1.57,1,1,1,1,0,Non-Reopened
1,455,1,Accepted,0.78,0,0.02,0,0,3,0,0,Non-Reopened
1,17919,1,Accepted,0.69,4,0.07,0,1,0,40,0,Non-Reopened
1,20838,1,Accepted,0.33,1,0.35,0,1,1,1,0,Non-Reopened
1,2664,0,Rejected,0,2,217.08,0,0,7,1,1,Reopened
1,1393,0,Rejected,0,1,1.13,6,0,1,0,1,Reopened
1,15350,1,Accepted,0.84,1,0.01,0,1,2,11,0,Non-Reopened
1,15256,1,Accepted,0.84,6,0,0,1,67,22,0,Non-Reopened
1,14962,0,Rejected,0.86,4,15.5,0,0,81,78,1,Reopened
1,20268,0,Rejected,0.33,1,0.05,0,0,1,0,1,Reopened
1,15169,1,Accepted,0.61,1,0.06,0,1,4,1,0,Non-Reopened
1,8728,1,Accepted,0.79,1,0,0,1,0,1,0,Non-Reopened
1,5817,0,Rejected,0.25,2,136.22,2,1,13,4,0,Non-Reopened
1,16598,1,Accepted,0.75,1,1.86,0,1,12,0,0,Non-Reopened
1,28089,1,Accepted,0.79,2,0.03,0,1,4,4,0,Non-Reopened
1,22365,0,Rejected,0.6,7,48.65,0,0,111,6,1,Reopened
1,15250,1,Accepted,0.84,7,0.08,0,1,1,20,0,Non-Reopened
1,9020,0,Rejected,0,4,0.02,0,0,62,2,1,Reopened
1,1216,0,Rejected,0,0,5.17,2,0,31,0,0,Non-Reopened
1,9554,1,Accepted,0.67,1,0,0,1,21,2,0,Non-Reopened
1,17655,0,Rejected,0.63,1,0.85,1,1,2,7,0,Non-Reopened
1,25434,0,Rejected,0.86,2,11.51,7,1,17,23,0,Non-Reopened
1,21052,1,Accepted,0.79,2,5.59,0,5,4,51,0,Non-Reopened
1,20480,1,Accepted,0.87,86,3.78,0,4,18,228,0,Non-Reopened
1,21746,1,Accepted,0.72,2,0.2,0,1,1,3,0,Non-Reopened
1,28950,0,Rejected,0.14,2,0.01,0,1,6,2,0,Non-Reopened
1,11597,0,Rejected,0.44,0,0.15,4,0,0,0,0,Non-Reopened
1,16586,1,Accepted,0.75,2,0,0,1,71,16,0,Non-Reopened
1,9685,0,Rejected,0.67,4,2.95,0,0,42,21,1,Reopened
1,18248,0,Rejected,0.5,0,0,1,0,21,0,0,Non-Reopened
1,8588,1,Accepted,0.78,5,0.93,0,1,5,9,0,Non-Reopened
1,10644,0,Rejected,0.84,0,0.01,2,0,5,0,0,Non-Reopened
1,3660,1,Accepted,0.5,2,14.02,0,1,10,2,0,Non-Reopened
1,29332,1,Accepted,0.77,1,0.04,0,1,5,0,0,Non-Reopened
1,20779,1,Accepted,0.79,1,1.69,0,1,1,0,0,Non-Reopened
1,28765,1,Accepted,0.93,1,0,0,1,10,10,0,Non-Reopened
1,23622,1,Accepted,0.86,5,66.99,0,1,38,4,0,Non-Reopened
1,6182,0,Rejected,0.5,1,0.05,2,0,3,3,1,Reopened
