pr_id,First_Status,Reputation,Changed_file,Evaluation_time,Num_Comments_before_Closed,Num_commits_before_Closed,Num_lines_added,Num_lines_deleted,classes
19271,1,0.77,55,1.12,3,3,89,89,0
18761,1,0.52,2,1.17,0,2,26,11,0
9576,0,0.83,1,116.77,3,1,14,0,0
16964,1,0.88,1,7.05,0,1,2,2,0
6020,0,0.33,0,0,0,0,0,0,0
20985,0,0.35,3,0.31,0,2,9,0,0
2391,1,0.64,0,19.96,0,0,0,0,0
15938,0,0.77,3,3.37,0,1,68,1,0
6703,0,0.77,1,0.05,0,1,2,10,0
17411,0,0.13,2,4.8,0,1,176,0,0
13528,1,0.83,5,3.55,0,1,83,42,0
5544,0,0.29,31,28.29,0,1,192,67,0
6440,1,0.55,2,3.12,0,1,23,13,0
436,1,0.62,0,47.94,0,0,0,0,0
10097,1,0,1,2.85,0,1,9,7,0
15200,0,0.5,29,153.94,0,0,353,65,1
20072,1,0,4,0.06,0,1,9,1,0
14318,0,0.54,2,0.01,0,0,45,16,1
8577,0,0,9,14.08,0,1,18,6,0
9896,1,0.44,0,0,0,0,0,0,1
11623,1,0.33,1,0.57,0,1,1,0,0
7582,0,0.44,0,159.84,17,0,0,0,0
7348,0,0,4,0.08,0,3,46,11,0
658,0,0,1,0.03,0,1,131,0,0
2513,1,0.29,1,0.42,0,1,1,1,0
22492,0,0.33,4,10.28,0,0,54,0,1
5772,1,0.64,0,2.06,0,0,0,0,1
4583,0,0.83,3,16.5,0,1,9,8,0
14984,0,0.78,84,9.56,0,1,515,90,0
13148,0,0.42,6,1.86,0,1,10,10,0
16302,1,0.37,1,2.41,0,2,18,17,0
4148,0,0.56,1,1.55,2,3,21,1,0
907,0,0.87,0,0,1,0,0,0,1
2325,0,0.73,0,0.01,3,0,0,0,0
11759,1,0.83,10,1.35,0,1,84,26,0
4276,1,0.78,2,8.07,0,1,68,1,0
10255,0,0.83,2,6.66,0,1,39,2,0
22531,1,0.88,3,1.46,0,2,16,9,0
21872,0,0.88,2,0.11,2,1,50,25,0
17981,1,0.78,1,1.57,5,1,22,10,0
247,1,0,1,0.01,0,5,5,0,0
16193,1,0.89,1,0.02,0,1,1,1,0
13103,1,0.38,1,1.19,0,1,4,4,0
2314,1,0.2,0,0.05,0,0,0,0,0
10353,1,0.2,3,0.01,0,1,33,6,0
17941,1,0.46,1,1.49,0,1,3,3,0
12381,0,0.33,0,0.01,0,0,0,0,1
15980,0,0.2,3,2.83,0,3,8,7,0
17433,1,0.88,1,0.54,0,1,3,1,0
13462,1,0.19,2,0.01,0,1,1,30,0
5689,0,0.64,0,2.03,4,0,0,0,1
2277,1,0.2,0,0.06,1,0,0,0,0
17191,0,0.78,5,4.74,0,3,353,266,0
13608,0,0.17,1,4.24,1,0,0,0,1
912,1,0.78,1,0.02,2,0,26,14,1
2981,1,0.25,0,0.13,0,0,0,0,0
14318,0,0.54,2,0.01,0,0,45,16,1
4298,1,0.8,3,6.46,4,1,29,21,0
2706,1,0.56,0,7.54,0,0,0,0,0
11932,0,0.75,1,87.03,7,1,16,12,0
14306,0,0.88,1,0.02,0,0,2,0,1
4239,1,0.62,1,0.74,0,1,1,1,0
5756,0,0,0,4.18,0,0,0,0,1
888,1,0.48,0,7.32,1,0,0,0,1
14797,0,0,2,0,0,0,11,1,1
353,1,0.87,1,0.01,1,0,4,1,1
18030,0,0,4,0.87,0,2,10,2,0
21695,1,0.5,4,0,0,1,19,3,0
21493,0,0.88,1,0.08,0,1,2,20,0
3605,1,0.9,6,0.05,0,3,157,5,0
13626,0,0,3,53.6,0,1,99,1,0
4131,0,0.5,0,0,0,0,0,0,0
20442,0,0.67,2,32.77,0,1,36,20,0
20750,1,0.33,0,91.03,5,0,0,0,0
353,1,0.87,1,0.01,1,0,4,1,1
11033,1,0,3,1.31,0,1,9,1,0
3957,1,0.36,0,2.25,5,0,0,0,0
