pr_id,First_Status,Reputation,Changed_file,Evaluation_time,Num_Comments_before_Closed,Num_commits_before_Closed,Num_lines_added,Num_lines_deleted,classes
746,1,0.5,0,11.07,0,0,0,0,0
5361,0,0.39,6,1.43,1,1,4,10,0
965,0,0.1,0,0.85,3,0,0,0,1
2754,0,0,3,2.35,0,5,59,1,0
4753,0,0.55,0,1.84,6,0,0,0,0
6147,1,0.49,2,0.04,0,2,17,1,0
2429,0,0.68,19,5.02,0,1,205,8,0
1992,0,0,5,50.99,0,0,205,0,1
6407,0,0.29,1,736.04,0,2,1,0,0
4015,0,0.25,0,0,0,0,0,0,0
4105,1,0.83,2,0.01,0,1,19,4,0
7405,0,0.17,1,0.1,0,0,1,6,1
761,0,0.33,0,10.19,0,0,0,0,0
4350,1,0.44,14,0.89,0,3,94,94,0
7325,0,0,1,3.98,1,1,2,2,0
1537,1,0.75,0,0.03,0,0,0,0,0
6348,0,0.44,0,0.6,0,0,0,0,0
4215,0,0,2,18,0,7,209,28,0
7090,0,0,645,0.02,1,1328,15595,7067,0
5711,1,0.5,0,51.13,0,0,0,0,0
6956,0,0.2,7,0.03,0,0,137,11,1
6337,0,0,0,0.82,2,0,0,0,0
3885,0,0.34,0,14.86,0,0,0,0,0
5136,1,0.32,0,34.99,0,0,0,0,0
6562,0,0.2,1,0.07,8,0,4,2,1
1722,1,0.7,9,0,0,2,187,17,0
4104,0,0.42,5,10.45,1,6,137,3,0
184,0,0,0,0.02,0,0,0,0,1
3418,1,0.73,1,1.9,0,1,17,3,0
455,0,0.04,6,3.25,2,0,42,13,1
6246,0,0,6,248.84,14,0,96,0,1
4110,0,0.49,221,3.83,5,369,7728,2361,0
1019,1,0.41,2,3.11,0,2,26,2,0
753,1,0.57,0,5.16,0,0,0,0,0
6978,0,0.11,3,0.07,0,1,28,14,0
3188,0,0.38,2,0.04,0,0,729,7,1
4065,0,0,0,51.32,4,0,0,0,0
1359,0,0.68,3,0.47,0,0,3,3,1
6090,0,0.33,0,0,0,0,0,0,1
166,0,0,0,0,0,0,0,0,1
6150,0,0.2,0,1.05,0,0,0,0,0
415,0,0.04,1,3.36,1,1,1,1,0
5583,0,0,1,159.24,11,2,46,0,0
5335,0,0,0,0.04,0,0,0,0,1
335,0,0.44,0,14.87,1,0,0,0,0
1304,1,0.68,3,0.01,0,2,6,7,0
1016,1,0.75,0,3.15,0,0,0,0,0
210,0,0,0,22.9,1,0,0,0,0
3111,0,0.36,2,4.5,0,0,2,2,1
2666,0,0.56,0,0.98,0,0,0,0,0
3543,1,0.73,0,1.89,0,0,0,0,0
100,0,0.2,22,0.62,0,1,29,29,0
1751,1,0.73,3,0.86,0,2,36,8,0
1514,0,0.44,0,0.53,2,0,0,0,0
2366,0,0.68,1,2.41,0,1,1,1,0
19,0,0.13,0,31.17,0,0,0,0,0
4366,0,0.26,0,1.51,0,0,0,0,0
299,0,0.04,17,26.47,1,2,85,19,0
3188,0,0.38,2,0.04,0,0,729,7,1
6447,0,0.18,0,90.07,0,0,0,0,1
5190,1,0.33,0,12.97,0,0,0,0,0
3279,0,0,0,1.54,0,0,0,0,0
